gene,kTotal,MM.turquoise,kWithin,description
107302753,272.170502,0.759706121,126.3676881,C1GALT1 specific chaperone 1
107296717,188.2011935,0.759565308,116.2646367,BRCA1 associated RING domain 1
107282806,287.5623575,0.759208082,140.4566158,ankyrin repeat and IBR domain containing 1
107300501,236.7988409,0.759007231,130.7796593,bone morphogenetic protein 4-like
107291772,253.8257583,0.758578512,117.4701039,collagen type VIII alpha 1
107282832,255.2398765,0.758361728,131.0609183,Rho GTPase activating protein 12
107290589,357.8731907,0.758123748,135.5072887,insulin like growth factor 1 receptor
107287386,231.1837275,0.758036987,125.3645739,solute carrier family 35 member A5
107282819,343.0532085,0.757908538,142.9332922,acyl-CoA binding domain containing 5
107287670,328.7377747,0.757818723,126.2017333,WD repeat domain 33
107290020,355.2418403,0.757785118,149.6483782,Rho guanine nucleotide exchange factor 16
107284918,200.3811909,0.757768858,107.7059006,serine/threonine kinase 17b
107301084,325.353502,0.757488322,136.2693236,E3 ubiquitin-protein ligase synoviolin
107284852,196.6986025,0.756800555,112.068274,endoplasmic reticulum to nucleus signaling 1
107297610,244.345436,0.756312425,118.0558237,GDP-L-fucose synthase-like
107293219,208.8125264,0.756029998,114.0341758,multiple C2 domains transmembrane 2
107287164,244.5253738,0.755929937,121.2062101,major facilitator superfamily domain containing 4B
107303065,225.0452225,0.755792336,119.2219352,protein phosphatase 1 regulatory inhibitor subunit 1B
107289855,210.37856,0.755696057,125.3190966,uncharacterized LOC107289855
107288977,287.4879088,0.755592443,139.7131235,transmembrane protein 128
107292295,399.318216,0.755542495,152.2131112,glutamyl-prolyl-tRNA synthetase
107292034,195.4324471,0.755061643,113.7717884,glycerol kinase 5 (putative)
107302771,399.5893657,0.754956377,153.5653096,axin interactor dorsalization associated
107287398,196.9244927,0.754891717,121.6976267,protein phosphatase 1 regulatory inhibitor subunit 14C
107285743,352.0282002,0.754733509,136.9341218,receptor interacting serine/threonine kinase 2
107292905,418.5775092,0.754571298,157.3709957,methylmalonic aciduria and homocystinuria cblD type
107291067,204.4020214,0.75328689,108.8026293,pleckstrin homology and coiled-coil domain containing D1
107296459,263.4294368,0.753177299,129.4877858,ring finger protein 128 E3 ubiquitin protein ligase
107283644,430.8249558,0.753013355,164.653352,Bet1 golgi vesicular membrane trafficking protein
107288667,334.2513966,0.752959483,132.9765844,ADP ribosylation factor interacting protein 2
107295212,305.4268881,0.752682876,122.1279786,SRY-box 8
107282618,354.1619805,0.752179562,140.5936798,zinc finger protein 652
107283099,350.5633812,0.751775291,158.9196724,isochorismatase domain containing 2
107285837,383.3138636,0.750809534,134.0489812,transmembrane protein 229B
107288133,190.2981615,0.749892355,111.9870165,mitochondrial elongation factor 1
107292756,258.4213272,0.749789199,124.5612867,transient receptor potential cation channel subfamily C member 1
107297791,269.6412816,0.749701505,114.0813703,pyruvate carboxylase
107292553,304.4065216,0.74964327,136.7457905,methyltransferase like 22
107284391,303.7792135,0.749208267,121.0436564,UBX domain protein 4
107284839,189.2654627,0.74862415,112.016247,protein phosphatase 1 regulatory subunit 16B
107299734,252.4119674,0.74781473,108.855352,DENN domain containing 3
107285519,272.3157325,0.747620628,108.054479,GRB10 interacting GYF protein 2
107288207,342.3692336,0.746971859,125.9857619,interleukin-1 receptor type 1-like
107295510,285.5225182,0.746797525,124.7772292,SCY1 like pseudokinase 1
107292228,363.9383786,0.746596605,133.9380777,hematological and neurological expressed 1-like
107286829,198.556736,0.746542172,98.54749352,sprouty RTK signaling antagonist 4
107297081,223.4951636,0.746464612,102.0492428,jagunal homolog 1
107285785,233.629996,0.746400203,113.1611225,peroxisomal targeting signal 1 receptor-like
107282526,245.5197824,0.746326771,125.222903,claudin-4-like
107298432,432.7835351,0.746076812,144.6577992,focal adhesion kinase 1-like
107300881,229.2229556,0.745847738,109.5530621,SEL1L family member 3
107286955,278.9226045,0.745583756,119.0607883,N(alpha)-acetyltransferase 25 NatB auxiliary subunit
107283656,232.614715,0.745413335,132.8999295,asparagine synthetase (glutamine-hydrolyzing)
107295271,233.086161,0.745340492,119.1337089,branched chain keto acid dehydrogenase E1 alpha polypeptide
107283422,223.0996132,0.745074757,99.45497557,methylmalonic aciduria (cobalamin deficiency) cblC type with homocystinuria
107290598,200.2300432,0.744983783,92.43598064,Rho guanine nucleotide exchange factor 37
107303045,341.0748204,0.744327327,144.2526188,5'-nucleotidase cytosolic IIIB
107284946,181.1660535,0.744146687,105.7222367,D-tyrosyl-tRNA deacylase 2 (putative)
107284941,331.5174597,0.743837287,141.9292738,neuronal PAS domain-containing protein 3-like
107292027,296.2464961,0.743526089,121.4973535,SAM pointed domain containing ETS transcription factor
107286889,411.6237784,0.743434289,154.3639722,WD repeat domain 83 opposite strand
107291546,277.547219,0.743289369,120.2497495,forkhead box P4
107284850,390.4513602,0.743276881,127.8507108,DEAD-box helicase 5
107284285,315.5932215,0.743103844,133.0869516,VPS54 GARP complex subunit
107287948,236.0985909,0.74216106,115.7618486,glycerol-3-phosphate acyltransferase 4
107285862,355.3186204,0.742052202,160.8773911,uncharacterized LOC107285862
107299030,196.3550803,0.741873533,97.1020544,muscleblind like splicing regulator 2
107286210,249.5110581,0.74164822,119.7806184,regulator of microtubule dynamics 3
107300606,182.965133,0.741609272,96.04637791,uncharacterized LOC107300606
107286831,311.3904513,0.740990185,126.9686702,ring finger protein 14
107291103,288.7100952,0.739077001,120.5072263,single immunoglobulin and toll-interleukin 1 receptor (TIR) domain
107285525,206.4571127,0.738824865,105.4537849,ILK associated serine/threonine phosphatase
107300623,253.0093545,0.738748733,127.4319206,RING finger and transmembrane domain-containing protein 1-like
107286782,261.2872416,0.738722829,117.9048767,TBC1 domain family member 24-like
107286846,162.4680106,0.738631345,91.3624756,abhydrolase domain containing 2
107293224,209.1023359,0.73825931,107.5284276,forkhead box P1
107289566,400.1479053,0.737980719,149.1701206,mitochondrial pyruvate carrier 1
107290370,208.7317754,0.737749354,114.6624668,LUC7-like
107286327,252.8740003,0.73759255,111.0352845,zinc finger protein 800
107289837,219.9213935,0.737285059,114.8387623,acid phosphatase 2 lysosomal
107282407,229.7269347,0.737083889,108.045046,PTPRF interacting protein alpha 3
107302535,310.5832191,0.736980859,111.5731567,rho guanine nucleotide exchange factor 5-like
107301584,235.3675368,0.736426381,109.4170521,myomegalin-like
107302478,317.7552911,0.73637857,128.4059759,protein MEMO1-like
107295642,172.8001795,0.73605302,96.92136044,xeroderma pigmentosum complementation group C
107292433,256.537997,0.735830094,113.3224234,dapper homolog 2-like
107288857,269.3245773,0.734928004,121.7859409,fatty acid synthase
107290975,369.524697,0.734664804,126.8362031,polypeptide N-acetylgalactosaminyltransferase 10
107302985,219.0099803,0.734537963,98.9376449,ArfGAP with SH3 domain ankyrin repeat and PH domain 3
107289163,183.2601357,0.734471379,98.40392662,rabaptin RAB GTPase binding effector protein 1
107294786,192.2135059,0.734406255,98.03905412,ubiquitin associated protein 1
107284842,183.0455468,0.733993877,84.52364358,SMAD specific E3 ubiquitin protein ligase 2
107298010,261.6313805,0.733902633,110.7199828,zinc finger AN1-type containing 2B
107284464,295.8611051,0.733159148,128.362577,uncharacterized LOC107284464
107302934,274.7852387,0.732740892,95.4476906,golgin A2
107297935,180.195106,0.732041116,99.77429474,cation-independent mannose-6-phosphate receptor-like
107296632,224.0758834,0.73192313,116.6447101,transmembrane protein 186
107285886,212.9098411,0.731760522,105.8442654,transmembrane protein 41A
107289599,352.6740293,0.731689134,140.6013867,KIAA0319 ortholog
107292140,252.0392299,0.731677985,116.816624,eukaryotic translation initiation factor 4 gamma 2
107290971,262.3027437,0.731536421,95.31714686,La ribonucleoprotein domain family member 1
107287341,192.6053276,0.731353879,98.58984189,glucosidase beta (bile acid) 2
107293060,309.5989946,0.730998125,120.7458302,Wiskott-Aldrich syndrome-like
107292091,216.8288982,0.730700946,105.0760137,transmembrane protein 180
107286162,222.3959703,0.730373137,109.5754717,microfibrillar associated protein 3 like
107291463,168.7809004,0.730265012,86.152468,solute carrier family 16 (monocarboxylate transporter) member 1
107301869,236.9363357,0.730123459,104.8732769,uncharacterized LOC107301869
107285889,206.0927769,0.72993399,103.3031793,propionyl-CoA carboxylase beta subunit
107299230,200.7951447,0.729890591,104.6252238,RUS1 family protein C16orf58 homolog
107284693,240.1352525,0.729735267,116.7119055,vesicular overexpressed in cancer prosurvival protein 1
107285080,247.1629361,0.72956109,105.8794491,zinc finger and BTB domain containing 11
107293511,171.3863953,0.729264359,104.6851487,torsin family 1 member B
107283889,434.7723632,0.72890968,153.1504795,cytochrome b reductase 1
107283915,176.699926,0.728764056,84.547633,EPS8 like 2
107286209,292.5255945,0.727763588,123.5516912,GTP cyclohydrolase I feedback regulator
107298229,203.1450925,0.727472171,96.69695172,ADP ribosylation factor 6
107290287,201.2758207,0.727121323,93.71370395,caseinolytic mitochondrial matrix peptidase chaperone subunit
107283116,311.1207024,0.727053279,109.1651524,chromosome unknown open reading frame human C12orf50
107290093,325.8299791,0.726770056,116.1712351,CTD nuclear envelope phosphatase 1 regulatory subunit 1
107287566,282.6371886,0.726354739,139.4789536,cytochrome c oxidase subunit 6B1
107296606,193.8572836,0.726348666,96.48755064,syntaxin-binding protein 2-like
107289181,321.2309346,0.725276178,114.2082691,GDNF family receptor alpha 3
107293300,234.0187825,0.725274753,98.9892023,uncharacterized LOC107293300
107287087,181.4023474,0.724797467,100.599677,zinc finger protein 217
107288397,241.5922065,0.724412601,105.6203839,myotubularin related protein 12
107296190,224.8099876,0.724344194,109.5144825,translocase of inner mitochondrial membrane 21 homolog (yeast)
107301421,228.1804592,0.724330692,109.2683572,leucine--tRNA ligase cytoplasmic-like
107302012,286.8621212,0.724322274,103.3856935,prostaglandin E2 receptor EP2 subtype-like
107282909,359.3069479,0.724102529,139.275106,biotinidase
107303113,164.795875,0.723863786,89.55256775,transcription factor CP2-like protein 1
107283420,241.2460986,0.7237718,90.06771361,uroporphyrinogen decarboxylase
107300295,229.5742489,0.723453112,107.1367582,GDP-L-fucose synthase-like
107291347,172.2123802,0.723143371,87.90590152,cholesterol 24-hydroxylase
107284146,228.1278963,0.722922925,97.00803461,ankyrin repeat and KH domain-containing protein 1-like
107288771,204.0926011,0.722299977,92.96509258,protocadherin 1
107285235,214.6614713,0.722193079,90.52209975,synapse defective 1 Rho GTPase homolog 2 (C. elegans)
107287761,168.4600498,0.722131923,99.12639254,solute carrier family 19 member 3
107291069,191.0818589,0.721684748,81.87034508,serine/arginine-rich splicing factor 5
107298918,243.8551619,0.721637298,105.0792129,ER degradation enhancer mannosidase alpha-like 1
107291349,290.7718143,0.721482971,101.5804663,G protein-coupled receptor 107
107300395,227.9588695,0.721307738,104.1691799,translocon-associated protein subunit beta-like
107293405,286.9413135,0.721041721,96.50985485,UBX domain protein 2A
107283695,338.6489516,0.72087805,123.792849,BSD domain containing 1
107295154,183.5562118,0.720521499,97.05365309,ATPase family AAA domain containing 2
107290247,189.8888664,0.720298107,100.220839,nuclear receptor coactivator 2
107302497,146.1690211,0.719744675,82.39260984,exostosin-like glycosyltransferase 2
107297950,322.7128053,0.719246379,119.3245865,perilipin-3-like
107301383,378.2593636,0.719010627,136.0529406,ATP synthase F(0) complex subunit C3 mitochondrial-like
107285560,315.9542626,0.71862448,119.156301,translocation associated membrane protein 2
107283155,284.6863192,0.718246938,94.63012291,transcription factor 12
107295925,296.0302125,0.718225803,112.0122604,chromosome unknown open reading frame human C5orf51
107299572,191.0688355,0.717735691,91.35439801,AP-2 complex subunit alpha-2-like
107284942,271.8779746,0.717661052,108.6848003,nucleotide binding protein-like
107299388,173.6048716,0.717629455,93.96024517,leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein
107292647,210.1707977,0.71747115,89.29153844,DENN domain-containing protein 3-like
107299872,352.7588763,0.717441877,120.0309316,valine--tRNA ligase-like
107290982,195.2735449,0.717224917,114.900481,autophagy related 101
107292203,273.6069393,0.717046224,107.1380618,calcium activated nucleotidase 1
107288136,296.1646286,0.716699955,121.4886965,ribosomal protein L3
107294960,145.5620616,0.716637333,83.73476706,D-2-hydroxyglutarate dehydrogenase
107302804,176.5299081,0.71653574,88.65113866,PDS5 cohesin associated factor A
107291115,242.502009,0.716364407,88.22795856,elongator acetyltransferase complex subunit 2
ERCC-00096,229.83116,0.716170702,104.243964,
107298751,250.4613547,0.716106705,99.20649814,mitochondrial pyruvate carrier 2
107302910,367.0602268,0.716022763,123.3883708,sorting nexin 16
107287947,273.9071636,0.71496475,99.18595355,lysine acetyltransferase 6A
107293958,251.1617936,0.714857946,95.40516399,T-cell lymphoma invasion and metastasis 2
107303081,155.4843791,0.714821744,84.75994126,Rap guanine nucleotide exchange factor like 1
107299688,152.6375818,0.714752774,82.96440503,LY6/PLAUR domain containing 1
107286040,280.3036754,0.714511465,97.91181982,Rap guanine nucleotide exchange factor 2
107285174,192.4381143,0.713838146,101.8101929,jumping translocation breakpoint
107291304,223.5863417,0.713542992,92.80578855,grainyhead like transcription factor 3
107285263,150.4866026,0.713322198,91.70764013,F-box and WD repeat domain containing 4
107285367,250.2437801,0.712968482,105.327858,p21 protein (Cdc42/Rac)-activated kinase 7
107298390,160.9166878,0.712598044,92.39221521,dehydrogenase/reductase SDR family member 7B-like
107290617,173.7296749,0.712472261,82.25633054,forkhead box K1
107291636,149.7922793,0.712381068,85.11929765,protein phosphatase 1 regulatory subunit 13 like
107293937,262.3430707,0.712157477,97.62650387,electron transfer flavoprotein beta subunit
