Orthogroup	P_troglodytes.pep	H_sapiens.pep
OG0002600	ENSPTRG00000013050.6	ENSG00000281614.3, ENSG00000168918.14
OG0002601	ENSPTRG00000014449.5	ENSG00000272765.2, ENSG00000273397.4, ENSG00000281013.4, ENSG00000184983.11, ENSG00000277365.3
OG0002602	ENSPTRG00000004710.4	ENSG00000013588.8
OG0002602	ENSPTRG00000004711.4	ENSG00000111291.8
OG0002603	ENSPTRG00000045880.1, ENSPTRG00000001078.4	ENSG00000134248.13
OG0002604	ENSPTRG00000005336.6	ENSG00000185046.18
OG0002605	ENSPTRG00000005333.6	ENSG00000075415.12
OG0002606	ENSPTRG00000002812.6	ENSG00000165887.12
OG0002607	ENSPTRG00000009304.4	ENSG00000159314.11, ENSG00000276907.4, ENSG00000276836.4
OG0002608	ENSPTRG00000009297.6	ENSG00000181513.14
OG0002609	ENSPTRG00000046946.1, ENSPTRG00000019664.6	ENSG00000165055.15
OG0002609	ENSPTRG00000009504.6	ENSG00000087995.15
OG0002610	ENSPTRG00000005224.6	ENSG00000133858.16
OG0002611	ENSPTRG00000005240.6, ENSPTRG00000050001.1, ENSPTRG00000044084.1	ENSG00000187109.14
OG0002612	ENSPTRG00000016273.4	ENSG00000138646.9
OG0002612	ENSPTRG00000016272.7	ENSG00000138642.14
OG0002613	ENSPTRG00000003003.7	ENSG00000066468.22
OG0002614	ENSPTRG00000009199.5	ENSG00000126561.16
OG0002614	ENSPTRG00000009198.4	ENSG00000173757.10
OG0002615	ENSPTRG00000043472.1, ENSPTRG00000009330.4	ENSG00000141279.16
OG0002616	ENSPTRG00000004545.5	ENSG00000130038.10
OG0002617	ENSPTRG00000004839.6	ENSG00000134283.18
OG0002618	ENSPTRG00000004838.3	ENSG00000139168.8
OG0002619	ENSPTRG00000005984.6	ENSG00000065150.21
OG0002620	ENSPTRG00000001127.6	ENSG00000134262.13
OG0002621	ENSPTRG00000006017.7	ENSG00000134899.21, ENSG00000270181.3
OG0002622	ENSPTRG00000006073.7, ENSPTRG00000051640.1, ENSPTRG00000041835.2, ENSPTRG00000041187.2	ENSG00000169062.15
OG0002623	ENSPTRG00000015989.6	ENSG00000109790.16
OG0002624	ENSPTRG00000001864.5	ENSG00000163444.12
OG0002625	ENSPTRG00000007197.5	ENSG00000188501.11
OG0002625	ENSPTRG00000043929.1	ENSG00000249948.6
OG0002626	ENSPTRG00000001856.5	ENSG00000117139.18
OG0002627	ENSPTRG00000012268.5	ENSG00000115446.11
OG0002628	ENSPTRG00000052306.1	ENSG00000178177.15
OG0002629	ENSPTRG00000012263.6	ENSG00000168658.19
OG0002630	ENSPTRG00000015850.7	ENSG00000087274.17
OG0002631	ENSPTRG00000048592.1, ENSPTRG00000049703.1, ENSPTRG00000044230.1, ENSPTRG00000004529.4	ENSG00000004478.8
OG0002632	ENSPTRG00000052788.1, ENSPTRG00000021835.6	ENSG00000130988.13
OG0002633	ENSPTRG00000013457.7	ENSG00000080845.17
OG0002634	ENSPTRG00000014466.6	ENSG00000100271.17
OG0002635	ENSPTRG00000050860.1	ENSG00000130741.11
OG0002635	ENSPTRG00000050342.1, ENSPTRG00000004677.6	ENSG00000180574.3
OG0002636	ENSPTRG00000022487.7	ENSG00000114374.13
OG0002636	ENSPTRG00000045541.1	ENSG00000124486.13
OG0002637	ENSPTRG00000051828.1, ENSPTRG00000019333.5	ENSG00000135205.15
OG0002638	ENSPTRG00000013969.5	ENSG00000241945.8, ENSG00000275464.5
OG0002639	ENSPTRG00000013927.5	ENSG00000183486.13
OG0002640	ENSPTRG00000019581.4	ENSG00000091137.14
OG0002641	ENSPTRG00000019579.4	ENSG00000105865.11, ENSG00000284103.2, ENSG00000288558.1
OG0002642	ENSPTRG00000013870.6, ENSPTRG00000044482.1	ENSG00000262911.5, ENSG00000177692.11
OG0002643	ENSPTRG00000013868.6	ENSG00000159128.14
OG0002643	ENSPTRG00000046273.1	ENSG00000262795.5
OG0002644	ENSPTRG00000013824.7	ENSG00000156273.16
OG0002645	ENSPTRG00000013809.5	ENSG00000154723.12
OG0002646	ENSPTRG00000013793.6	ENSG00000155313.15
OG0002647	ENSPTRG00000008216.4	ENSG00000265690.7, ENSG00000135722.9
OG0002648	ENSPTRG00000020023.6	ENSG00000129422.14
OG0002649	ENSPTRG00000020026.7	ENSG00000078674.17
OG0002650	ENSPTRG00000015132.4	ENSG00000178694.10
OG0002651	ENSPTRG00000050205.1, ENSPTRG00000016671.3	ENSG00000283153.2, ENSG00000109536.12, ENSG00000275145.3, ENSG00000283630.2
OG0002652	ENSPTRG00000019295.6	ENSG00000174428.18, ENSG00000196275.14
OG0002653	ENSPTRG00000016449.7, ENSPTRG00000046603.1, ENSPTRG00000044081.1	ENSG00000109381.20
OG0002654	ENSPTRG00000046000.1	ENSG00000242715.8
OG0002655	ENSPTRG00000005683.6	ENSG00000121742.19
OG0002655	ENSPTRG00000044692.1	ENSG00000165474.8
OG0002656	ENSPTRG00000004211.6	ENSG00000137693.14
OG0002657	ENSPTRG00000004204.5, ENSPTRG00000049059.1, ENSPTRG00000044595.1	ENSG00000165895.19
OG0002658	ENSPTRG00000016380.6	ENSG00000174720.16
OG0002659	ENSPTRG00000046588.1	ENSG00000137504.13
OG0002660	ENSPTRG00000016826.5	ENSG00000039537.13
OG0002661	ENSPTRG00000051488.1	ENSG00000177034.16
OG0002662	ENSPTRG00000016990.3	ENSG00000164346.10
OG0002663	ENSPTRG00000016953.6	ENSG00000276910.4, ENSG00000145736.14, ENSG00000275045.4, ENSG00000274675.4, ENSG00000183474.15
OG0002664	ENSPTRG00000017052.6	ENSG00000186468.13
OG0002665	ENSPTRG00000046975.1, ENSPTRG00000017090.4	ENSG00000118985.16
OG0002666	ENSPTRG00000021519.6	ENSG00000280951.3, ENSG00000148248.14
OG0002667	ENSPTRG00000049865.1, ENSPTRG00000020786.7	ENSG00000164985.15
OG0002668	ENSPTRG00000016917.6, ENSPTRG00000048110.1	ENSG00000135070.15
OG0002669	ENSPTRG00000048553.1	ENSG00000188021.8
OG0002669	ENSPTRG00000021055.7	ENSG00000135018.14
OG0002670	ENSPTRG00000021038.7	ENSG00000106772.18
OG0002671	ENSPTRG00000010576.4	ENSG00000171136.7, ENSG00000288474.1
OG0002672	ENSPTRG00000006255.6	ENSG00000198604.11
OG0002673	ENSPTRG00000006240.7	ENSG00000092148.13
OG0002674	ENSPTRG00000006772.7	ENSG00000203485.13
OG0002675	ENSPTRG00000006762.7	ENSG00000100711.13
OG0002676	ENSPTRG00000006623.6	ENSG00000100764.14
OG0002677	ENSPTRG00000046508.1, ENSPTRG00000049967.1	ENSG00000053254.15
OG0002678	ENSPTRG00000010364.6	ENSG00000088247.17
OG0002679	ENSPTRG00000006588.6	ENSG00000063761.16
OG0002680	ENSPTRG00000006535.2	ENSG00000119655.10
OG0002681	ENSPTRG00000013336.6	ENSG00000154930.15
OG0002682	ENSPTRG00000006291.6, ENSPTRG00000045455.1	ENSG00000092208.17
OG0002683	ENSPTRG00000010481.5	ENSG00000213339.9
OG0002684	ENSPTRG00000009993.6	ENSG00000152242.11
OG0002685	ENSPTRG00000006513.6	ENSG00000133961.20
OG0002686	ENSPTRG00000006524.5	ENSG00000258653.3, ENSG00000140043.11
OG0002687	ENSPTRG00000016205.3	ENSG00000156269.5
OG0002687	ENSPTRG00000022419.4	ENSG00000102030.16
OG0002688	ENSPTRG00000003503.6	ENSG00000149090.11
OG0002689	ENSPTRG00000050070.1, ENSPTRG00000028747.4	ENSG00000205531.13, ENSG00000273562.4
OG0002690	ENSPTRG00000003178.6	ENSG00000184281.15
OG0002691	ENSPTRG00000051396.1	ENSG00000277281.3, ENSG00000277518.3, ENSG00000283350.2, ENSG00000184956.16
OG0002692	ENSPTRG00000003137.3	ENSG00000177600.9
OG0002693	ENSPTRG00000010595.6	ENSG00000099797.15
OG0002694	ENSPTRG00000048854.1	ENSG00000174915.12
OG0002695	ENSPTRG00000041973.2	ENSG00000185101.13
OG0002696	ENSPTRG00000008778.5	ENSG00000188803.15
OG0002697	ENSPTRG00000008776.5	ENSG00000187824.8
OG0002698	ENSPTRG00000012408.6	ENSG00000115109.14
OG0002699	ENSPTRG00000012906.5	ENSG00000079308.19
OG0002700	ENSPTRG00000009659.6	ENSG00000092929.11
OG0002701	ENSPTRG00000009654.5	ENSG00000108479.12
OG0002702	ENSPTRG00000012928.5	ENSG00000135929.9
OG0002703	ENSPTRG00000009788.6	ENSG00000169727.12
OG0002704	ENSPTRG00000009786.4	ENSG00000169738.8
OG0002705	ENSPTRG00000009777.5	ENSG00000183010.17
OG0002705	ENSPTRG00000002042.6	ENSG00000143811.19
OG0002706	ENSPTRG00000010589.6, ENSPTRG00000049073.1	ENSG00000123146.20
OG0002706	ENSPTRG00000010601.7	ENSG00000127507.18
OG0002707	ENSPTRG00000017210.7	ENSG00000164398.14, ENSG00000281938.2
OG0002708	ENSPTRG00000012741.6, ENSPTRG00000050428.1	ENSG00000198130.16
OG0002709	ENSPTRG00000017434.3	ENSG00000123643.13
OG0002710	ENSPTRG00000013269.6	ENSG00000089177.18
OG0002711	ENSPTRG00000017616.6	ENSG00000284260.2, ENSG00000176783.15
OG0002712	ENSPTRG00000017294.6	ENSG00000280987.4, ENSG00000015479.19
OG0002713	ENSPTRG00000005851.6	ENSG00000123200.16
OG0002714	ENSPTRG00000015845.6	ENSG00000159733.13
OG0002715	ENSPTRG00000014946.5	ENSG00000003756.17
OG0002716	ENSPTRG00000011707.5	ENSG00000163026.12
OG0002717	ENSPTRG00000011677.5	ENSG00000163029.16
OG0002718	ENSPTRG00000016260.5	ENSG00000152583.12
OG0002718	ENSPTRG00000017436.5	ENSG00000113140.11
OG0002719	ENSPTRG00000023452.5	ENSG00000282318.1
OG0002720	ENSPTRG00000052330.1	ENSG00000279170.2
OG0002720	ENSPTRG00000034550.3	ENSG00000215845.11
OG0002721	ENSPTRG00000045271.1, ENSPTRG00000048820.1, ENSPTRG00000043303.1	ENSG00000163605.15
OG0002722	ENSPTRG00000015100.5	ENSG00000187098.15
OG0002723	ENSPTRG00000022155.5	ENSG00000147223.6
OG0002723	ENSPTRG00000029533.3	ENSG00000203877.8
OG0002724	ENSPTRG00000018378.6	ENSG00000083097.14
OG0002725	ENSPTRG00000023525.6	ENSG00000196586.16
OG0002726	ENSPTRG00000011591.4, ENSPTRG00000045137.1, ENSPTRG00000051033.1, ENSPTRG00000049193.1	ENSG00000083845.9
OG0002727	ENSPTRG00000021940.6, ENSPTRG00000050609.1	ENSG00000130119.16
OG0002728	ENSPTRG00000017943.3	ENSG00000234370.10, ENSG00000236895.10, ENSG00000213780.11, ENSG00000233149.10, ENSG00000221974.11, ENSG00000226384.10
OG0002730	ENSPTRG00000018759.5	ENSG00000120437.9
OG0002731	ENSPTRG00000017993.4	ENSG00000206366.6, ENSG00000234196.2, ENSG00000237900.2, ENSG00000234852.2, ENSG00000204366.4
OG0002732	ENSPTRG00000018796.7	ENSG00000249141.1, ENSG00000026297.15
OG0002733	ENSPTRG00000024084.5	ENSG00000060762.19
OG0002735	ENSPTRG00000023968.6	ENSG00000234508.7, ENSG00000237052.7, ENSG00000206314.9, ENSG00000236697.7, ENSG00000233490.7, ENSG00000234243.7, ENSG00000213654.10
OG0002736	ENSPTRG00000045509.1, ENSPTRG00000018199.5	ENSG00000137221.14
OG0002737	ENSPTRG00000018196.6	ENSG00000171467.16
OG0002738	ENSPTRG00000011832.6	ENSG00000152133.14
OG0002739	ENSPTRG00000011836.5	ENSG00000115816.15
OG0002740	ENSPTRG00000002052.7	ENSG00000143801.17
OG0002741	ENSPTRG00000011911.7	ENSG00000243244.6
OG0002742	ENSPTRG00000010452.6, ENSPTRG00000049950.1	ENSG00000127445.13
OG0002743	ENSPTRG00000001368.5	ENSG00000143578.16
OG0002743	ENSPTRG00000010295.6	ENSG00000060566.14
OG0002744	ENSPTRG00000021742.5	ENSG00000184831.14
OG0002745	ENSPTRG00000051237.1	ENSG00000165879.9
OG0002745	ENSPTRG00000002805.3	ENSG00000181274.7
OG0002746	ENSPTRG00000034387.2	ENSG00000240563.2
OG0002747	ENSPTRG00000009512.6	ENSG00000008283.16
OG0002749	ENSPTRG00000047794.1, ENSPTRG00000044432.1	ENSG00000215115.6, ENSG00000215113.6
OG0002749	ENSPTRG00000050221.1, ENSPTRG00000046702.1	ENSG00000283599.2
OG0002750	ENSPTRG00000016936.6	ENSG00000153914.16
OG0002751	ENSPTRG00000052406.1, ENSPTRG00000019306.6	ENSG00000272391.6
OG0002751	ENSPTRG00000050113.1	ENSG00000196313.11
OG0002752	ENSPTRG00000021339.7	ENSG00000056586.16
OG0002753	ENSPTRG00000004042.4	ENSG00000175591.11
OG0002753	ENSPTRG00000034427.2	ENSG00000186912.6
OG0002754	ENSPTRG00000044159.1	ENSG00000255855.2
OG0002754	ENSPTRG00000041826.2	ENSG00000235268.2
OG0002754	ENSPTRG00000004190.4	ENSG00000186280.7
OG0002755	ENSPTRG00000018535.7	ENSG00000111834.13
OG0002755	ENSPTRG00000011168.4	ENSG00000104941.8
OG0002756	ENSPTRG00000015148.4	ENSG00000231861.2
OG0002756	ENSPTRG00000030173.3	ENSG00000232382.2
OG0002758	ENSPTRG00000000269.6, ENSPTRG00000051558.1, ENSPTRG00000048639.1	ENSG00000173436.15
OG0002759	ENSPTRG00000047806.1, ENSPTRG00000040014.2	ENSG00000258083.2
OG0002760	ENSPTRG00000047719.1	ENSG00000228198.3
OG0002760	ENSPTRG00000046995.1	ENSG00000162727.3
OG0002760	ENSPTRG00000042776.1	ENSG00000177186.3
OG0002761	ENSPTRG00000043138.1	ENSG00000185926.1
OG0002761	ENSPTRG00000042798.1, ENSPTRG00000003594.5	ENSG00000258817.1
OG0002762	ENSPTRG00000001583.3	ENSG00000248485.2
OG0002762	ENSPTRG00000013921.7	ENSG00000183036.11
OG0002763	ENSPTRG00000014196.6	ENSG00000100109.17
OG0002764	ENSPTRG00000013316.3	ENSG00000132671.5
OG0002764	ENSPTRG00000043424.1	ENSG00000139874.6
OG0002765	ENSPTRG00000050697.1	ENSG00000115042.10
OG0002765	ENSPTRG00000050126.1, ENSPTRG00000052415.1, ENSPTRG00000046131.1	ENSG00000144199.11
OG0002766	ENSPTRG00000044723.1	ENSG00000159961.2, ENSG00000221882.3
OG0002766	ENSPTRG00000048428.1	ENSG00000180090.5
OG0002767	ENSPTRG00000047429.1, ENSPTRG00000046328.1, ENSPTRG00000047028.1, ENSPTRG00000021473.7, ENSPTRG00000045119.1, ENSPTRG00000049671.1	ENSG00000130707.18
OG0002769	ENSPTRG00000011439.5, ENSPTRG00000046855.1	ENSG00000277607.4, ENSG00000276066.4, ENSG00000275962.4, ENSG00000189068.11, ENSG00000276363.4, ENSG00000275330.4, ENSG00000274953.4, ENSG00000274887.4, ENSG00000275577.4, ENSG00000276159.4
OG0002770	ENSPTRG00000005427.5	ENSG00000139428.12
OG0002771	ENSPTRG00000042157.2	ENSG00000256235.2
OG0002772	ENSPTRG00000011482.5	ENSG00000275931.4, ENSG00000275633.4, ENSG00000276065.4, ENSG00000088053.11, ENSG00000278670.4, ENSG00000278316.4, ENSG00000276211.4, ENSG00000274050.4, ENSG00000277439.4, ENSG00000274566.4
OG0002773	ENSPTRG00000013832.3	ENSG00000198390.5
OG0002773	ENSPTRG00000023953.2	ENSG00000182816.9
OG0002774	ENSPTRG00000052837.1	ENSG00000135899.17
OG0002774	ENSPTRG00000013011.6	ENSG00000185404.16
OG0002774	ENSPTRG00000013010.7	ENSG00000079263.19
OG0002774	ENSPTRG00000013012.7	ENSG00000067066.17
OG0002775	ENSPTRG00000003625.3	ENSG00000167822.2
OG0002775	ENSPTRG00000003632.3	ENSG00000172487.4, ENSG00000262796.1
OG0002778	ENSPTRG00000046238.1, ENSPTRG00000011461.4	ENSG00000277335.4, ENSG00000167618.10, ENSG00000275819.4
OG0002778	ENSPTRG00000011457.6	ENSG00000274084.4
OG0002779	ENSPTRG00000047582.1, ENSPTRG00000049167.1, ENSPTRG00000042920.1	ENSG00000268606.5, ENSG00000183305.13
OG0002779	ENSPTRG00000045888.1, ENSPTRG00000044592.1, ENSPTRG00000049530.1	ENSG00000213401.10
OG0002779	ENSPTRG00000045869.1, ENSPTRG00000052100.1, ENSPTRG00000022382.5	ENSG00000124260.12
OG0002781	ENSPTRG00000048092.1, ENSPTRG00000042707.1	ENSG00000159516.9, ENSG00000241794.2
OG0002781	ENSPTRG00000050171.1	ENSG00000163216.7
OG0002781	ENSPTRG00000042830.1	ENSG00000196805.7
OG0002782	ENSPTRG00000021892.5	ENSG00000215274.5, ENSG00000189064.8, ENSG00000275113.1, ENSG00000205777.17, ENSG00000224659.2, ENSG00000274274.1, ENSG00000215269.5, ENSG00000236362.8, ENSG00000227488.2, ENSG00000237671.3, ENSG00000216649.3, ENSG00000224902.5
OG0002783	ENSPTRG00000034144.3	ENSG00000267631.4, ENSG00000189052.7, ENSG00000104827.12, ENSG00000213030.5, ENSG00000196337.11, ENSG00000104818.14
OG0002783	ENSPTRG00000011272.6, ENSPTRG00000042184.2	ENSG00000267335.2
OG0002783	ENSPTRG00000011271.5	ENSG00000104826.14
OG0002797	ENSPTRG00000008711.6	ENSG00000167874.7
OG0002798	ENSPTRG00000000047.4	ENSG00000157933.10
OG0002799	ENSPTRG00000008165.5	ENSG00000159625.15
OG0002800	ENSPTRG00000019274.6, ENSPTRG00000048666.1	ENSG00000009950.16
OG0002801	ENSPTRG00000014550.5	ENSG00000100299.18
OG0002802	ENSPTRG00000050703.1, ENSPTRG00000013356.7	ENSG00000101294.17
OG0002803	ENSPTRG00000002522.6	ENSG00000148541.13
OG0002804	ENSPTRG00000052698.1, ENSPTRG00000022378.4	ENSG00000183862.5
OG0002805	ENSPTRG00000014616.6	ENSG00000272410.5, ENSG00000157014.11
OG0002806	ENSPTRG00000015513.6	ENSG00000047457.14
OG0002809	ENSPTRG00000007232.5	ENSG00000137831.15
OG0002810	ENSPTRG00000001472.7	ENSG00000143303.12
OG0002811	ENSPTRG00000049102.1, ENSPTRG00000028984.3, ENSPTRG00000044760.1	ENSG00000176261.15
OG0002812	ENSPTRG00000013195.5	ENSG00000088836.14
OG0002813	ENSPTRG00000011171.3	ENSG00000170604.5
OG0002814	ENSPTRG00000008495.6	ENSG00000141002.20
OG0002815	ENSPTRG00000005404.3	ENSG00000075856.12
OG0002816	ENSPTRG00000014263.4	ENSG00000100078.4
OG0002817	ENSPTRG00000009879.5	ENSG00000141385.10
OG0002818	ENSPTRG00000012989.4	ENSG00000169047.5
OG0002819	ENSPTRG00000048486.1, ENSPTRG00000021982.5	ENSG00000130052.13
OG0002820	ENSPTRG00000042926.1, ENSPTRG00000019024.4	ENSG00000106049.9
OG0002822	ENSPTRG00000014789.7	ENSG00000182606.16
OG0002823	ENSPTRG00000019509.6	ENSG00000146828.18
OG0002824	ENSPTRG00000019134.5, ENSPTRG00000047759.1	ENSG00000136279.20
OG0002825	ENSPTRG00000046123.1	ENSG00000114279.13
OG0002826	ENSPTRG00000043118.1	ENSG00000127603.28
OG0002827	ENSPTRG00000047423.1, ENSPTRG00000048065.1, ENSPTRG00000048958.1, ENSPTRG00000042631.1	ENSG00000212907.2
OG0002828	ENSPTRG00000000304.6	ENSG00000090686.16
OG0002829	ENSPTRG00000050060.1	ENSG00000115155.17
OG0002830	ENSPTRG00000018866.6, ENSPTRG00000046243.1	ENSG00000106012.18
OG0002831	ENSPTRG00000012848.5	ENSG00000118246.14
OG0002832	ENSPTRG00000048758.1	ENSG00000147082.18
OG0002833	ENSPTRG00000010781.6	ENSG00000131943.17
OG0002835	ENSPTRG00000003500.5	ENSG00000110435.12
OG0002836	ENSPTRG00000044793.1	ENSG00000163599.17
OG0002837	ENSPTRG00000007388.5	ENSG00000169609.14
OG0002838	ENSPTRG00000007387.3	ENSG00000235272.2, ENSG00000169612.4
OG0002839	ENSPTRG00000010243.3	ENSG00000104969.10
OG0002840	ENSPTRG00000002509.5	ENSG00000185532.19
OG0002841	ENSPTRG00000051401.1	ENSG00000185559.16
OG0002842	ENSPTRG00000006718.5	ENSG00000197119.13
OG0002843	ENSPTRG00000006716.5	ENSG00000168350.8
OG0002844	ENSPTRG00000031302.3	ENSG00000205832.7
OG0002845	ENSPTRG00000007723.6	ENSG00000102858.13
OG0002846	ENSPTRG00000021311.5	ENSG00000119397.16
OG0002847	ENSPTRG00000000247.4	ENSG00000281540.3, ENSG00000179051.14
OG0002848	ENSPTRG00000012029.4	ENSG00000143977.14
OG0002849	ENSPTRG00000021309.3	ENSG00000106804.8
OG0002850	ENSPTRG00000008865.5	ENSG00000072134.15
OG0002851	ENSPTRG00000021488.7	ENSG00000130714.16
OG0002853	ENSPTRG00000021304.7	ENSG00000119402.17
OG0002854	ENSPTRG00000006217.6	ENSG00000285379.2, ENSG00000129465.16
OG0002855	ENSPTRG00000014446.5	ENSG00000198951.12
OG0002856	ENSPTRG00000007857.3	ENSG00000284290.2, ENSG00000175311.7
OG0002857	ENSPTRG00000051405.1, ENSPTRG00000011733.6	ENSG00000138029.14
OG0002858	ENSPTRG00000003498.7	ENSG00000135373.12
OG0002859	ENSPTRG00000050476.1, ENSPTRG00000019290.7	ENSG00000106665.16
OG0002860	ENSPTRG00000033982.3	ENSG00000288301.1, ENSG00000215041.10, ENSG00000288456.1, ENSG00000261915.6
OG0002861	ENSPTRG00000051649.1, ENSPTRG00000048524.1, ENSPTRG00000050289.1	ENSG00000082146.13
OG0002862	ENSPTRG00000002851.7, ENSPTRG00000044945.1, ENSPTRG00000047370.1	ENSG00000166136.16, ENSG00000255339.6
OG0002863	ENSPTRG00000050900.1, ENSPTRG00000047175.1, ENSPTRG00000049854.1	ENSG00000164405.11
OG0002864	ENSPTRG00000019253.5, ENSPTRG00000043513.1	ENSG00000106609.16
OG0002865	ENSPTRG00000011141.4	ENSG00000179846.9
OG0002866	ENSPTRG00000016800.5	ENSG00000079215.14
OG0002867	ENSPTRG00000016794.4	ENSG00000164187.7
OG0002868	ENSPTRG00000001429.7	ENSG00000163374.19
OG0002868	ENSPTRG00000001433.7	ENSG00000116580.18
OG0002869	ENSPTRG00000039330.2, ENSPTRG00000048420.1	ENSG00000197889.10
OG0002870	ENSPTRG00000016786.5	ENSG00000113492.14
OG0002871	ENSPTRG00000008012.6	ENSG00000156860.16
OG0002872	ENSPTRG00000011296.5	ENSG00000161618.10
OG0002873	ENSPTRG00000028859.2	ENSG00000130725.8
OG0002874	ENSPTRG00000011260.5	ENSG00000105559.12
OG0002875	ENSPTRG00000052611.1, ENSPTRG00000045617.1	ENSG00000103485.19
OG0002876	ENSPTRG00000007996.6	ENSG00000169221.14
OG0002877	ENSPTRG00000047755.1	ENSG00000228336.2
OG0002878	ENSPTRG00000024153.6	ENSG00000198870.8, ENSG00000281245.2
OG0002879	ENSPTRG00000007176.5	ENSG00000166855.9
OG0002880	ENSPTRG00000013865.6, ENSPTRG00000050391.1	ENSG00000249624.9, ENSG00000159110.19
OG0002881	ENSPTRG00000004605.7	ENSG00000182326.15
OG0002882	ENSPTRG00000004606.7	ENSG00000288512.1, ENSG00000159403.18
OG0002883	ENSPTRG00000001447.7	ENSG00000160789.20
OG0002884	ENSPTRG00000043068.1, ENSPTRG00000015920.6	ENSG00000157869.15
OG0002885	ENSPTRG00000052577.1, ENSPTRG00000020196.5	ENSG00000158669.11
OG0002886	ENSPTRG00000014411.5	ENSG00000128285.4
OG0002887	ENSPTRG00000001367.5	ENSG00000143570.18
OG0002888	ENSPTRG00000008446.5	ENSG00000140948.13
OG0002889	ENSPTRG00000004860.5	ENSG00000179715.13
OG0002889	ENSPTRG00000013185.7	ENSG00000132635.17
OG0002890	ENSPTRG00000001302.5	ENSG00000197747.9
OG0002891	ENSPTRG00000047123.1	ENSG00000151366.13, ENSG00000259112.2
OG0002892	ENSPTRG00000004110.3	ENSG00000151365.2
OG0002893	ENSPTRG00000004108.6	ENSG00000149262.17
OG0002894	ENSPTRG00000051704.1, ENSPTRG00000009442.4	ENSG00000136451.9
OG0002895	ENSPTRG00000007956.6	ENSG00000048471.14
OG0002896	ENSPTRG00000000437.6	ENSG00000120656.11
OG0002897	ENSPTRG00000000438.6	ENSG00000162419.12
OG0002898	ENSPTRG00000004301.6	ENSG00000166736.11
OG0002899	ENSPTRG00000004299.6	ENSG00000048028.11
OG0002900	ENSPTRG00000050868.1, ENSPTRG00000007065.5	ENSG00000138592.14
OG0002901	ENSPTRG00000008939.6	ENSG00000132589.16
OG0002902	ENSPTRG00000007276.5	ENSG00000288408.1, ENSG00000138629.16
OG0002903	ENSPTRG00000051444.1, ENSPTRG00000009574.6	ENSG00000196704.12
OG0002904	ENSPTRG00000007035.4	ENSG00000166920.12
OG0002905	ENSPTRG00000015797.6	ENSG00000186001.14
OG0002906	ENSPTRG00000009057.5	ENSG00000275066.5, ENSG00000274047.4
OG0002907	ENSPTRG00000013186.7	ENSG00000215305.10
OG0002908	ENSPTRG00000021127.7	ENSG00000048828.17
OG0002909	ENSPTRG00000015067.6	ENSG00000144724.20
OG0002910	ENSPTRG00000007094.5	ENSG00000137876.10
OG0002911	ENSPTRG00000051757.1, ENSPTRG00000044725.1, ENSPTRG00000047153.1	ENSG00000115539.14
OG0002912	ENSPTRG00000012141.6	ENSG00000168883.20
OG0002914	ENSPTRG00000048299.1	ENSG00000196659.10
OG0002914	ENSPTRG00000044238.1	ENSG00000197557.7
OG0002915	ENSPTRG00000012139.4	ENSG00000168890.14
OG0002916	ENSPTRG00000000596.7	ENSG00000066136.20
OG0002917	ENSPTRG00000015830.6	ENSG00000163945.18
OG0002918	ENSPTRG00000047958.1, ENSPTRG00000018903.6	ENSG00000106305.10
OG0002919	ENSPTRG00000012069.5	ENSG00000144048.10
OG0002920	ENSPTRG00000050550.1, ENSPTRG00000008185.4	ENSG00000125166.13
OG0002921	ENSPTRG00000021996.5	ENSG00000226650.6, ENSG00000090889.12
OG0002922	ENSPTRG00000007898.6	ENSG00000288130.1, ENSG00000090905.19
OG0002923	ENSPTRG00000050996.1	ENSG00000253797.2
OG0002923	ENSPTRG00000022262.5	ENSG00000156697.13
OG0002924	ENSPTRG00000050887.1, ENSPTRG00000023030.4	ENSG00000196422.11
OG0002925	ENSPTRG00000021532.7	ENSG00000130558.19
OG0002926	ENSPTRG00000018699.6	ENSG00000120265.17
OG0002927	ENSPTRG00000022257.6	ENSG00000122126.17
OG0002928	ENSPTRG00000050472.1, ENSPTRG00000019537.5	ENSG00000160991.16
OG0002929	ENSPTRG00000009857.6	ENSG00000101745.17
OG0002930	ENSPTRG00000050909.1, ENSPTRG00000048826.1, ENSPTRG00000048323.1, ENSPTRG00000039718.2, ENSPTRG00000047923.1	ENSG00000186193.9
OG0002931	ENSPTRG00000015969.2	ENSG00000163394.6
