Orthogroup	P_troglodytes.pep	M_musculus.pep
OG0002128	ENSPTRG00000001764.6	ENSMUSG00000042772.15
OG0002129	ENSPTRG00000017136.3	ENSMUSG00000014504.16
OG0002130	ENSPTRG00000004086.5	ENSMUSG00000052396.7
OG0002131	ENSPTRG00000015962.5	ENSMUSG00000029179.14
OG0002132	ENSPTRG00000013702.6	ENSMUSG00000039059.11
OG0002134	ENSPTRG00000051719.1, ENSPTRG00000008386.4, ENSPTRG00000050175.1, ENSPTRG00000039515.2	ENSMUSG00000034424.5
OG0002135	ENSPTRG00000017462.5	ENSMUSG00000020397.15
OG0002136	ENSPTRG00000002229.6	ENSMUSG00000021156.17
OG0002137	ENSPTRG00000020850.6	ENSMUSG00000028411.15
OG0002138	ENSPTRG00000017758.4	ENSMUSG00000021377.15
OG0002139	ENSPTRG00000044376.1, ENSPTRG00000002418.7	ENSMUSG00000024231.15
OG0002140	ENSPTRG00000050379.1, ENSPTRG00000040903.2, ENSPTRG00000019672.4	ENSMUSG00000004285.12
OG0002141	ENSPTRG00000019803.6, ENSPTRG00000048178.1	ENSMUSG00000029864.7
OG0002142	ENSPTRG00000004584.6	ENSMUSG00000038346.18
OG0002143	ENSPTRG00000001485.4	ENSMUSG00000118505.1
OG0002143	ENSPTRG00000045867.1	ENSMUSG00000108367.2
OG0002144	ENSPTRG00000001483.4	ENSMUSG00000023084.11
OG0002145	ENSPTRG00000051856.1, ENSPTRG00000051338.1, ENSPTRG00000052656.1, ENSPTRG00000022371.7	ENSMUSG00000015217.11
OG0002146	ENSPTRG00000045109.1	ENSMUSG00000022235.15
OG0002147	ENSPTRG00000044584.1	ENSMUSG00000098923.1
OG0002147	ENSPTRG00000046347.1	ENSMUSG00000073139.9
OG0002148	ENSPTRG00000017281.6	ENSMUSG00000003779.16
OG0002149	ENSPTRG00000049573.1, ENSPTRG00000047994.1, ENSPTRG00000002277.6	ENSMUSG00000025781.14
OG0002150	ENSPTRG00000007029.6	ENSMUSG00000033268.8
OG0002150	ENSPTRG00000007026.5	ENSMUSG00000068452.8
OG0002151	ENSPTRG00000016529.6, ENSPTRG00000004021.6	ENSMUSG00000070426.12
OG0002152	ENSPTRG00000017951.7	ENSMUSG00000040312.14
OG0002153	ENSPTRG00000017952.7	ENSMUSG00000050410.15
OG0002154	ENSPTRG00000001603.6	ENSMUSG00000026674.9
OG0002155	ENSPTRG00000003723.4	ENSMUSG00000024734.8
OG0002156	ENSPTRG00000016008.7	ENSMUSG00000029207.16
OG0002157	ENSPTRG00000001265.6	ENSMUSG00000028111.4
OG0002158	ENSPTRG00000008468.3, ENSPTRG00000051923.1	ENSMUSG00000015013.9
OG0002159	ENSPTRG00000004896.6	ENSMUSG00000048154.17
OG0002160	ENSPTRG00000028887.3, ENSPTRG00000049918.1	ENSMUSG00000063838.6
OG0002161	ENSPTRG00000001678.7	ENSMUSG00000040225.15
OG0002162	ENSPTRG00000046622.1	ENSMUSG00000045521.7
OG0002163	ENSPTRG00000014090.5	ENSMUSG00000041720.14
OG0002164	ENSPTRG00000003760.6	ENSMUSG00000024660.9
OG0002165	ENSPTRG00000010854.4	ENSMUSG00000036751.7
OG0002166	ENSPTRG00000019002.6	ENSMUSG00000004980.16
OG0002167	ENSPTRG00000011963.5, ENSPTRG00000045152.1, ENSPTRG00000051485.1	ENSMUSG00000025794.9
OG0002168	ENSPTRG00000019770.5, ENSPTRG00000047707.1	ENSMUSG00000046947.12
OG0002169	ENSPTRG00000019080.6	ENSMUSG00000001833.17
OG0002170	ENSPTRG00000005872.7	ENSMUSG00000021981.10
OG0002170	ENSPTRG00000013015.5	ENSMUSG00000036707.16
OG0002171	ENSPTRG00000028943.5	ENSMUSG00000026271.15
OG0002172	ENSPTRG00000014287.6	ENSMUSG00000001783.3
OG0002173	ENSPTRG00000049001.1, ENSPTRG00000045689.1, ENSPTRG00000019836.7	ENSMUSG00000029686.15
OG0002174	ENSPTRG00000014305.6	ENSMUSG00000033565.18
OG0002175	ENSPTRG00000015412.6	ENSMUSG00000032554.15
OG0002175	ENSPTRG00000014850.6	ENSMUSG00000032496.7
OG0002176	ENSPTRG00000019189.7	ENSMUSG00000020182.16
OG0002177	ENSPTRG00000050475.1, ENSPTRG00000044790.1, ENSPTRG00000043176.1, ENSPTRG00000014398.5, ENSPTRG00000050654.1	ENSMUSG00000042406.8
OG0002178	ENSPTRG00000013112.6	ENSMUSG00000014602.15
OG0002179	ENSPTRG00000011902.5	ENSMUSG00000045394.9
OG0002179	ENSPTRG00000000795.3	ENSMUSG00000051397.5
OG0002180	ENSPTRG00000043192.1, ENSPTRG00000047997.1, ENSPTRG00000045824.1, ENSPTRG00000022548.5	ENSMUSG00000022471.14
OG0002181	ENSPTRG00000012428.6	ENSMUSG00000024386.9
OG0002182	ENSPTRG00000047778.1, ENSPTRG00000045770.1, ENSPTRG00000009232.6, ENSPTRG00000046466.1	ENSMUSG00000063316.13
OG0002183	ENSPTRG00000005315.5	ENSMUSG00000020019.4
OG0002184	ENSPTRG00000000656.6	ENSMUSG00000028677.19
OG0002185	ENSPTRG00000002940.6	ENSMUSG00000024975.13
OG0002186	ENSPTRG00000008990.2	ENSMUSG00000017428.16
OG0002187	ENSPTRG00000005232.6	ENSMUSG00000035681.7
OG0002188	ENSPTRG00000040409.2, ENSPTRG00000000735.6	ENSMUSG00000114133.1
OG0002189	ENSPTRG00000001894.6	ENSMUSG00000026439.14
OG0002190	ENSPTRG00000003042.7	ENSMUSG00000030979.13
OG0002191	ENSPTRG00000046749.1, ENSPTRG00000049416.1, ENSPTRG00000005173.6	ENSMUSG00000034667.8
OG0002192	ENSPTRG00000005909.6	ENSMUSG00000036422.10
OG0002193	ENSPTRG00000005160.5	ENSMUSG00000020102.15
OG0002194	ENSPTRG00000004845.4	ENSMUSG00000059883.16
OG0002195	ENSPTRG00000043428.1	ENSMUSG00000038976.12
OG0002196	ENSPTRG00000050539.1, ENSPTRG00000019637.6, ENSPTRG00000049036.1, ENSPTRG00000051357.1	ENSMUSG00000023089.12
OG0002197	ENSPTRG00000022435.6	ENSMUSG00000019087.13
OG0002198	ENSPTRG00000050800.1, ENSPTRG00000050278.1, ENSPTRG00000048704.1	ENSMUSG00000038482.11
OG0002199	ENSPTRG00000012316.6	ENSMUSG00000066877.11
OG0002199	ENSPTRG00000015434.4	ENSMUSG00000032475.15
OG0002200	ENSPTRG00000045233.1, ENSPTRG00000004557.6	ENSMUSG00000000399.10
OG0002201	ENSPTRG00000019827.6	ENSMUSG00000033542.13
OG0002202	ENSPTRG00000044417.1, ENSPTRG00000052439.1, ENSPTRG00000040277.2, ENSPTRG00000044410.1	ENSMUSG00000016619.10, ENSMUSG00000072878.4
OG0002203	ENSPTRG00000017138.4, ENSPTRG00000021693.7	ENSMUSG00000031370.12
OG0002203	ENSPTRG00000045685.1	ENSMUSG00000044068.7
OG0002204	ENSPTRG00000021715.5	ENSMUSG00000031295.13
OG0002205	ENSPTRG00000021727.7	ENSMUSG00000041020.14
OG0002206	ENSPTRG00000052056.1	ENSMUSG00000074892.9
OG0002207	ENSPTRG00000014506.6	ENSMUSG00000052496.5
OG0002208	ENSPTRG00000049004.1, ENSPTRG00000051437.1, ENSPTRG00000031426.4	ENSMUSG00000040681.16
OG0002209	ENSPTRG00000013876.3, ENSPTRG00000046037.1	ENSMUSG00000022956.11
OG0002210	ENSPTRG00000050876.1, ENSPTRG00000044924.1, ENSPTRG00000048049.1, ENSPTRG00000048495.1, ENSPTRG00000013795.7	ENSMUSG00000022865.14
OG0002211	ENSPTRG00000045396.1, ENSPTRG00000044823.1, ENSPTRG00000052515.1	ENSMUSG00000026566.15
OG0002212	ENSPTRG00000001641.7	ENSMUSG00000026571.12
OG0002213	ENSPTRG00000015217.5	ENSMUSG00000022661.14
OG0002214	ENSPTRG00000016632.6, ENSPTRG00000049835.1, ENSPTRG00000049435.1	ENSMUSG00000031568.16
OG0002215	ENSPTRG00000016519.5	ENSMUSG00000102805.5, ENSMUSG00000074513.9
OG0002216	ENSPTRG00000005747.7	ENSMUSG00000029651.16
OG0002217	ENSPTRG00000005742.7	ENSMUSG00000029647.15
OG0002218	ENSPTRG00000004261.6	ENSMUSG00000053199.13
OG0002219	ENSPTRG00000004215.4	ENSMUSG00000018623.9
OG0002220	ENSPTRG00000004175.6	ENSMUSG00000046111.17
OG0002221	ENSPTRG00000016203.6	ENSMUSG00000034663.13
OG0002222	ENSPTRG00000045291.1, ENSPTRG00000016198.7	ENSMUSG00000034724.18
OG0002223	ENSPTRG00000043710.1, ENSPTRG00000016135.5	ENSMUSG00000029291.11
OG0002224	ENSPTRG00000016894.6	ENSMUSG00000116016.1, ENSMUSG00000032745.18
OG0002225	ENSPTRG00000016940.5	ENSMUSG00000041417.15
OG0002226	ENSPTRG00000016961.6	ENSMUSG00000049658.13
OG0002227	ENSPTRG00000021151.5	ENSMUSG00000033114.11
OG0002228	ENSPTRG00000021057.6	ENSMUSG00000060176.4
OG0002229	ENSPTRG00000020742.6	ENSMUSG00000024782.7
OG0002230	ENSPTRG00000020755.6	ENSMUSG00000016496.7
OG0002230	ENSPTRG00000020756.6	ENSMUSG00000016498.10
OG0002232	ENSPTRG00000021262.5	ENSMUSG00000038578.15
OG0002233	ENSPTRG00000050015.1, ENSPTRG00000021867.6	ENSMUSG00000039231.18
OG0002233	ENSPTRG00000002313.7	ENSMUSG00000026646.16
OG0002234	ENSPTRG00000010574.5	ENSMUSG00000031706.7
OG0002235	ENSPTRG00000006581.6	ENSMUSG00000021038.17
OG0002236	ENSPTRG00000006540.5	ENSMUSG00000021243.14
OG0002237	ENSPTRG00000000981.4	ENSMUSG00000028132.15
OG0002238	ENSPTRG00000010507.4	ENSMUSG00000038895.16
OG0002239	ENSPTRG00000009989.6	ENSMUSG00000039840.8, ENSMUSG00000116023.2
OG0002240	ENSPTRG00000006976.6	ENSMUSG00000027286.16
OG0002241	ENSPTRG00000003485.4	ENSMUSG00000027176.8
OG0002242	ENSPTRG00000033952.3, ENSPTRG00000048739.1	ENSMUSG00000048277.15
OG0002242	ENSPTRG00000043444.1	ENSMUSG00000093485.1
OG0002243	ENSPTRG00000003126.6	ENSMUSG00000025498.15
OG0002244	ENSPTRG00000003103.6	ENSMUSG00000110136.1, ENSMUSG00000025484.9
OG0002245	ENSPTRG00000047516.1, ENSPTRG00000052359.1, ENSPTRG00000044245.1, ENSPTRG00000008859.5	ENSMUSG00000090173.8
OG0002246	ENSPTRG00000009676.5	ENSMUSG00000050628.6
OG0002246	ENSPTRG00000007722.4	ENSMUSG00000039568.6
OG0002247	ENSPTRG00000009414.6	ENSMUSG00000020859.16
OG0002248	ENSPTRG00000051099.1, ENSPTRG00000045775.1, ENSPTRG00000013228.7	ENSMUSG00000027346.15
OG0002249	ENSPTRG00000005804.4	ENSMUSG00000048332.13
OG0002249	ENSPTRG00000022195.4	ENSMUSG00000041700.9
OG0002250	ENSPTRG00000017572.6	ENSMUSG00000025878.16
OG0002251	ENSPTRG00000017573.6	ENSMUSG00000021481.11
OG0002252	ENSPTRG00000015832.4	ENSMUSG00000004642.13
OG0002253	ENSPTRG00000005477.6	ENSMUSG00000066861.14, ENSMUSG00000052776.10, ENSMUSG00000029605.16, ENSMUSG00000032623.9, ENSMUSG00000066867.8, ENSMUSG00000001166.17, ENSMUSG00000053765.4, ENSMUSG00000001168.16
OG0002254	ENSPTRG00000018286.6	ENSMUSG00000009828.15
OG0002255	ENSPTRG00000011606.6	ENSMUSG00000054204.6
OG0002255	ENSPTRG00000024172.4	ENSMUSG00000087247.3
OG0002256	ENSPTRG00000014635.5	ENSMUSG00000000441.17
OG0002257	ENSPTRG00000018442.6	ENSMUSG00000028248.15
OG0002258	ENSPTRG00000018567.6	ENSMUSG00000019787.9
OG0002259	ENSPTRG00000018464.4	ENSMUSG00000019797.11
OG0002260	ENSPTRG00000052720.1, ENSPTRG00000014651.7	ENSMUSG00000030096.8
OG0002261	ENSPTRG00000014592.6	ENSMUSG00000001632.16
OG0002262	ENSPTRG00000017931.6	ENSMUSG00000039220.16
OG0002263	ENSPTRG00000017932.6	ENSMUSG00000024436.16
OG0002264	ENSPTRG00000017933.6	ENSMUSG00000024426.17
OG0002265	ENSPTRG00000017934.7	ENSMUSG00000050705.15
OG0002266	ENSPTRG00000046415.1	ENSMUSG00000014426.9
OG0002267	ENSPTRG00000050741.1	ENSMUSG00000024403.16
OG0002268	ENSPTRG00000017997.5	ENSMUSG00000040356.16
OG0002269	ENSPTRG00000017992.6	ENSMUSG00000013787.15
OG0002270	ENSPTRG00000002134.7	ENSMUSG00000019726.12
OG0002271	ENSPTRG00000018821.7	ENSMUSG00000116953.1, ENSMUSG00000116895.1, ENSMUSG00000036552.19
OG0002272	ENSPTRG00000018803.6	ENSMUSG00000116672.1, ENSMUSG00000056133.5, ENSMUSG00000067049.8
OG0002273	ENSPTRG00000011928.4, ENSPTRG00000023227.5	ENSMUSG00000020460.15
OG0002274	ENSPTRG00000044789.1	ENSMUSG00000076861.10
OG0002274	ENSPTRG00000052728.1, ENSPTRG00000048999.1, ENSPTRG00000046695.1	ENSMUSG00000076864.9
OG0002275	ENSPTRG00000010658.7	ENSMUSG00000004677.17
OG0002276	ENSPTRG00000010427.5	ENSMUSG00000073423.10
OG0002276	ENSPTRG00000010425.4	ENSMUSG00000032739.16
OG0002277	ENSPTRG00000002457.5	ENSMUSG00000053391.5, ENSMUSG00000093942.3, ENSMUSG00000095901.2, ENSMUSG00000063230.5, ENSMUSG00000096069.4, ENSMUSG00000060112.4, ENSMUSG00000057997.6, ENSMUSG00000059136.4, ENSMUSG00000066122.6, ENSMUSG00000094819.3
OG0002278	ENSPTRG00000011039.6	ENSMUSG00000040940.18
OG0002279	ENSPTRG00000001460.7	ENSMUSG00000001419.17
OG0002280	ENSPTRG00000016353.6	ENSMUSG00000062006.12
OG0002282	ENSPTRG00000043228.1	ENSMUSG00000026983.10
OG0002282	ENSPTRG00000012377.5	ENSMUSG00000046845.1
OG0002282	ENSPTRG00000012378.6	ENSMUSG00000026981.15
OG0002284	ENSPTRG00000044691.1, ENSPTRG00000047272.1	ENSMUSG00000076755.2, ENSMUSG00000076754.2, ENSMUSG00000076750.6, ENSMUSG00000076745.4
OG0002285	ENSPTRG00000049445.1	ENSMUSG00000052584.10
OG0002285	ENSPTRG00000015527.5	ENSMUSG00000027808.8
OG0002286	ENSPTRG00000023495.3	ENSMUSG00000071337.11
OG0002287	ENSPTRG00000040206.2, ENSPTRG00000020385.6	ENSMUSG00000078784.8
OG0002288	ENSPTRG00000051932.1, ENSPTRG00000002318.6, ENSPTRG00000045647.1	ENSMUSG00000049950.6
OG0002289	ENSPTRG00000007342.4	ENSMUSG00000032293.8
OG0002290	ENSPTRG00000000202.5	ENSMUSG00000040706.4
OG0002291	ENSPTRG00000048598.1	ENSMUSG00000036402.13
OG0002291	ENSPTRG00000043589.1	ENSMUSG00000048240.14
OG0002292	ENSPTRG00000023606.5	ENSMUSG00000074004.3
OG0002292	ENSPTRG00000010684.4	ENSMUSG00000031803.8
OG0002293	ENSPTRG00000024364.4	ENSMUSG00000042306.11
OG0002293	ENSPTRG00000022794.5	ENSMUSG00000042312.9
OG0002295	ENSPTRG00000040667.2, ENSPTRG00000049136.1, ENSPTRG00000010448.6, ENSPTRG00000010449.4	ENSMUSG00000060510.14
OG0002295	ENSPTRG00000010447.5, ENSPTRG00000023219.6	ENSMUSG00000059475.13, ENSMUSG00000063108.15
OG0002297	ENSPTRG00000011440.5, ENSPTRG00000048476.1	ENSMUSG00000054594.13
OG0002298	ENSPTRG00000016328.6	ENSMUSG00000037994.14
OG0002298	ENSPTRG00000034546.3, ENSPTRG00000016327.6	ENSMUSG00000050150.16
OG0002299	ENSPTRG00000011484.6	ENSMUSG00000008435.15
OG0002303	ENSPTRG00000051925.1, ENSPTRG00000049294.1	ENSMUSG00000090556.5, ENSMUSG00000096477.2, ENSMUSG00000091601.3, ENSMUSG00000056600.4, ENSMUSG00000067186.2
OG0002320	ENSPTRG00000049956.1, ENSPTRG00000028467.3	ENSMUSG00000029720.9, ENSMUSG00000093445.7
OG0002321	ENSPTRG00000012060.6	ENSMUSG00000030007.8
OG0002322	ENSPTRG00000041531.2, ENSPTRG00000008155.6, ENSPTRG00000050341.1	ENSMUSG00000031781.14
OG0002323	ENSPTRG00000049993.1	ENSMUSG00000035547.14
OG0002324	ENSPTRG00000048483.1	ENSMUSG00000031776.17
OG0002325	ENSPTRG00000052392.1, ENSPTRG00000010941.5	ENSMUSG00000015165.16
OG0002326	ENSPTRG00000008904.5	ENSMUSG00000017376.15
OG0002327	ENSPTRG00000012760.6	ENSMUSG00000025986.6
OG0002328	ENSPTRG00000052601.1, ENSPTRG00000044665.1, ENSPTRG00000049884.1, ENSPTRG00000043291.1, ENSPTRG00000045315.1	ENSMUSG00000025980.14
OG0002329	ENSPTRG00000008497.4	ENSMUSG00000001482.15
OG0002330	ENSPTRG00000018047.5	ENSMUSG00000024301.10, ENSMUSG00000079553.11
OG0002331	ENSPTRG00000023062.5	ENSMUSG00000006932.17
OG0002332	ENSPTRG00000004183.4	ENSMUSG00000031932.14
OG0002333	ENSPTRG00000048407.1	ENSMUSG00000116359.1
OG0002333	ENSPTRG00000015409.6	ENSMUSG00000032803.15
OG0002334	ENSPTRG00000007801.5	ENSMUSG00000022682.8
OG0002335	ENSPTRG00000000578.6, ENSPTRG00000000572.6	ENSMUSG00000032726.12, ENSMUSG00000002384.2
OG0002336	ENSPTRG00000005641.6	ENSMUSG00000029436.9
OG0002337	ENSPTRG00000019138.4, ENSPTRG00000046411.1	ENSMUSG00000020471.11
OG0002339	ENSPTRG00000052493.1, ENSPTRG00000043520.1, ENSPTRG00000011215.6	ENSMUSG00000041560.12
OG0002340	ENSPTRG00000001270.6	ENSMUSG00000038712.16
OG0002341	ENSPTRG00000007098.6	ENSMUSG00000089865.2, ENSMUSG00000092192.7
OG0002342	ENSPTRG00000009831.5	ENSMUSG00000024054.14
OG0002343	ENSPTRG00000050333.1	ENSMUSG00000026924.17
OG0002344	ENSPTRG00000021990.4, ENSPTRG00000042309.2	ENSMUSG00000046717.5, ENSMUSG00000031221.7
OG0002345	ENSPTRG00000048581.1, ENSPTRG00000011201.6	ENSMUSG00000059273.9
OG0002346	ENSPTRG00000011002.6	ENSMUSG00000040488.17
OG0002347	ENSPTRG00000008583.3	ENSMUSG00000055670.14
OG0002348	ENSPTRG00000051532.1, ENSPTRG00000002548.6	ENSMUSG00000020063.16
OG0002349	ENSPTRG00000002549.6	ENSMUSG00000020064.9
OG0002350	ENSPTRG00000010993.4	ENSMUSG00000049643.15
OG0002351	ENSPTRG00000021999.4	ENSMUSG00000000881.12
OG0002352	ENSPTRG00000010917.4	ENSMUSG00000030583.16
OG0002353	ENSPTRG00000006713.5	ENSMUSG00000021259.5
OG0002354	ENSPTRG00000008850.5	ENSMUSG00000049323.8
OG0002355	ENSPTRG00000007496.7	ENSMUSG00000030557.17
OG0002356	ENSPTRG00000008851.6, ENSPTRG00000051785.1	ENSMUSG00000020534.14
OG0002357	ENSPTRG00000003494.5	ENSMUSG00000027185.15
OG0002358	ENSPTRG00000014023.6	ENSMUSG00000001151.10
OG0002359	ENSPTRG00000010951.5	ENSMUSG00000037469.10
OG0002360	ENSPTRG00000015692.6	ENSMUSG00000022843.17
OG0002361	ENSPTRG00000012616.6	ENSMUSG00000027086.16
OG0002362	ENSPTRG00000044865.1	ENSMUSG00000031168.14
OG0002363	ENSPTRG00000008429.6	ENSMUSG00000031822.20
OG0002364	ENSPTRG00000016788.6	ENSMUSG00000072663.12
OG0002365	ENSPTRG00000021346.6	ENSMUSG00000026915.16
OG0002366	ENSPTRG00000011266.4	ENSMUSG00000011382.8, ENSMUSG00000109926.1
OG0002367	ENSPTRG00000011298.5, ENSPTRG00000049426.1, ENSPTRG00000051766.1, ENSPTRG00000050666.1	ENSMUSG00000074129.14
OG0002368	ENSPTRG00000020549.7	ENSMUSG00000116100.1, ENSMUSG00000022362.13, ENSMUSG00000116094.1, ENSMUSG00000101892.1
OG0002369	ENSPTRG00000005524.6	ENSMUSG00000029518.15
OG0002371	ENSPTRG00000006110.6	ENSMUSG00000004558.15
OG0002372	ENSPTRG00000047695.1, ENSPTRG00000005859.6	ENSMUSG00000022110.13
OG0002373	ENSPTRG00000049058.1, ENSPTRG00000013866.6	ENSMUSG00000093701.7, ENSMUSG00000022969.13
OG0002374	ENSPTRG00000012693.6	ENSMUSG00000044033.16
OG0002375	ENSPTRG00000013390.5	ENSMUSG00000074665.11
OG0002375	ENSPTRG00000022778.4	ENSMUSG00000068008.8
OG0002376	ENSPTRG00000028525.3, ENSPTRG00000048014.1, ENSPTRG00000019323.6	ENSMUSG00000004948.12
OG0002377	ENSPTRG00000047915.1, ENSPTRG00000048659.1, ENSPTRG00000007289.5	ENSMUSG00000000088.7
OG0002378	ENSPTRG00000006865.4	ENSMUSG00000030525.8
OG0002379	ENSPTRG00000046052.1, ENSPTRG00000044491.1	ENSMUSG00000031201.17
OG0002380	ENSPTRG00000013121.6	ENSMUSG00000034088.15
OG0002381	ENSPTRG00000009555.6	ENSMUSG00000020728.17
OG0002383	ENSPTRG00000008735.4	ENSMUSG00000020899.16
OG0002384	ENSPTRG00000049755.1, ENSPTRG00000052822.1	ENSMUSG00000021248.9
OG0002385	ENSPTRG00000007036.4	ENSMUSG00000005802.12, ENSMUSG00000111214.1
OG0002386	ENSPTRG00000002187.6	ENSMUSG00000055067.15
OG0002387	ENSPTRG00000013176.6	ENSMUSG00000027404.15
OG0002387	ENSPTRG00000006826.7	ENSMUSG00000102252.5
OG0002388	ENSPTRG00000011051.4	ENSMUSG00000005442.13
OG0002389	ENSPTRG00000020900.7	ENSMUSG00000028452.7
OG0002390	ENSPTRG00000002452.6	ENSMUSG00000042129.8
OG0002390	ENSPTRG00000013219.6	ENSMUSG00000027339.15
OG0002391	ENSPTRG00000007414.6	ENSMUSG00000066406.16
OG0002392	ENSPTRG00000017986.7	ENSMUSG00000007050.17
OG0002393	ENSPTRG00000017984.6	ENSMUSG00000007030.8
OG0002394	ENSPTRG00000015117.6	ENSMUSG00000052516.19
OG0002395	ENSPTRG00000021307.4	ENSMUSG00000026875.14
OG0002396	ENSPTRG00000008143.4	ENSMUSG00000031766.4
OG0002397	ENSPTRG00000007537.6	ENSMUSG00000024182.16
OG0002398	ENSPTRG00000031195.2	ENSMUSG00000046556.7
OG0002399	ENSPTRG00000020053.6	ENSMUSG00000022097.4
OG0002400	ENSPTRG00000006092.4	ENSMUSG00000006289.14
OG0002401	ENSPTRG00000000469.7	ENSMUSG00000028790.13
OG0002402	ENSPTRG00000001356.6	ENSMUSG00000001017.15
OG0002403	ENSPTRG00000030892.3	ENSMUSG00000048895.13
OG0002404	ENSPTRG00000007897.6	ENSMUSG00000030779.16
OG0002405	ENSPTRG00000018654.7	ENSMUSG00000019854.17
OG0002406	ENSPTRG00000008731.5, ENSPTRG00000052224.1	ENSMUSG00000020897.12
OG0002406	ENSPTRG00000011547.4	ENSMUSG00000070837.5
OG0002407	ENSPTRG00000000287.4	ENSMUSG00000046447.3
OG0002407	ENSPTRG00000015688.4	ENSMUSG00000051146.2
OG0002408	ENSPTRG00000021594.5	ENSMUSG00000026959.13
OG0002409	ENSPTRG00000002005.5	ENSMUSG00000039384.8
OG0002410	ENSPTRG00000002441.5, ENSPTRG00000047176.1, ENSPTRG00000043199.1, ENSPTRG00000052221.1	ENSMUSG00000030138.8
OG0002411	ENSPTRG00000018597.6	ENSMUSG00000019978.16
OG0002412	ENSPTRG00000018582.5	ENSMUSG00000038916.7
OG0002413	ENSPTRG00000009564.6	ENSMUSG00000040430.18
OG0002414	ENSPTRG00000008226.4	ENSMUSG00000051648.13
OG0002415	ENSPTRG00000043363.1	ENSMUSG00000023092.16
OG0002415	ENSPTRG00000044682.1	ENSMUSG00000050035.7
OG0002416	ENSPTRG00000020526.5	ENSMUSG00000061731.9
OG0002417	ENSPTRG00000051489.1, ENSPTRG00000044139.1, ENSPTRG00000047333.1, ENSPTRG00000004996.4	ENSMUSG00000023043.7
OG0002419	ENSPTRG00000005997.5	ENSMUSG00000025544.13
OG0002420	ENSPTRG00000000408.4, ENSPTRG00000000409.5	ENSMUSG00000028868.13
OG0002421	ENSPTRG00000043716.1, ENSPTRG00000019995.7	ENSMUSG00000035121.6
OG0002422	ENSPTRG00000020798.4	ENSMUSG00000070934.6
OG0002422	ENSPTRG00000021955.5	ENSMUSG00000041658.12
OG0002423	ENSPTRG00000033870.3	ENSMUSG00000031951.8
OG0002424	ENSPTRG00000004339.6	ENSMUSG00000032094.8
OG0002424	ENSPTRG00000004340.5	ENSMUSG00000002033.14
OG0002425	ENSPTRG00000015900.6	ENSMUSG00000029095.17
OG0002426	ENSPTRG00000006197.7	ENSMUSG00000047098.18
OG0002427	ENSPTRG00000012626.7	ENSMUSG00000070880.10
OG0002428	ENSPTRG00000008338.2	ENSMUSG00000037993.8
OG0002429	ENSPTRG00000015856.6	ENSMUSG00000029101.16
OG0002430	ENSPTRG00000008832.6	ENSMUSG00000000301.16
OG0002431	ENSPTRG00000043946.1, ENSPTRG00000008824.6	ENSMUSG00000005417.17
OG0002432	ENSPTRG00000034198.3	ENSMUSG00000116271.1, ENSMUSG00000037106.8
OG0002433	ENSPTRG00000046494.1, ENSPTRG00000051930.1, ENSPTRG00000020560.6	ENSMUSG00000037119.4, ENSMUSG00000116351.1
OG0002435	ENSPTRG00000010737.6	ENSMUSG00000011306.7
OG0002436	ENSPTRG00000044299.1	ENSMUSG00000049036.7
OG0002437	ENSPTRG00000001638.7	ENSMUSG00000026567.16
OG0002438	ENSPTRG00000000886.7	ENSMUSG00000039103.12
OG0002439	ENSPTRG00000051380.1	ENSMUSG00000028717.12
OG0002440	ENSPTRG00000000052.5, ENSPTRG00000048145.1	ENSMUSG00000029056.13
OG0002441	ENSPTRG00000008285.5	ENSMUSG00000003848.14
OG0002442	ENSPTRG00000012547.3	ENSMUSG00000026824.11
OG0002443	ENSPTRG00000001582.6	ENSMUSG00000005677.14
OG0002443	ENSPTRG00000015263.6	ENSMUSG00000022809.4
OG0002444	ENSPTRG00000008840.4	ENSMUSG00000042709.15
OG0002445	ENSPTRG00000014352.6	ENSMUSG00000033047.5
OG0002446	ENSPTRG00000044028.1, ENSPTRG00000050587.1, ENSPTRG00000047992.1	ENSMUSG00000071708.11
OG0002447	ENSPTRG00000006854.5	ENSMUSG00000033458.17
OG0002448	ENSPTRG00000041089.2	ENSMUSG00000028557.10
OG0002449	ENSPTRG00000051494.1, ENSPTRG00000047543.1	ENSMUSG00000001666.8
OG0002450	ENSPTRG00000008961.5	ENSMUSG00000020841.5
OG0002451	ENSPTRG00000010552.4	ENSMUSG00000003813.15
OG0002452	ENSPTRG00000008167.5	ENSMUSG00000031788.14
OG0002453	ENSPTRG00000023726.6	ENSMUSG00000032066.9
OG0002454	ENSPTRG00000020113.6	ENSMUSG00000022032.14
OG0002455	ENSPTRG00000004280.4	ENSMUSG00000000167.14
OG0002456	ENSPTRG00000020492.5	ENSMUSG00000022299.9, ENSMUSG00000107007.3
OG0002457	ENSPTRG00000020865.6, ENSPTRG00000007132.5, ENSPTRG00000043478.1, ENSPTRG00000047641.1	ENSMUSG00000032231.14
OG0002458	ENSPTRG00000024347.5	ENSMUSG00000063952.16
OG0002459	ENSPTRG00000006468.6, ENSPTRG00000046766.1	ENSMUSG00000021124.13
OG0002460	ENSPTRG00000004587.3	ENSMUSG00000030120.14
OG0002461	ENSPTRG00000021525.7	ENSMUSG00000009621.18
OG0002462	ENSPTRG00000048224.1, ENSPTRG00000021452.6	ENSMUSG00000026853.15
