Orthogroup	P_troglodytes.pep	N_naja.pep
OG0001378	ENSPTRG00000013417.6	Nana13788-RA
OG0001379	ENSPTRG00000051186.1	Nana38014-RA
OG0001379	ENSPTRG00000052761.1, ENSPTRG00000051587.1, ENSPTRG00000040245.2, ENSPTRG00000007663.4	Nana23500-RA, Nana23500-RB
OG0001381	ENSPTRG00000005148.5	Nana10204-RA
OG0001381	ENSPTRG00000012897.4	Nana03832-RA
OG0001382	ENSPTRG00000009252.6	Nana21379-RA
OG0001383	ENSPTRG00000022359.4	Nana32481-RA, Nana32481-RB
OG0001384	ENSPTRG00000012555.3	Nana03543-RA
OG0001384	ENSPTRG00000004963.7	Nana10055-RA
OG0001385	ENSPTRG00000002328.7	Nana21484-RA
OG0001385	ENSPTRG00000009289.6	Nana22942-RA
OG0001386	ENSPTRG00000003199.2	Nana25586-RA
OG0001386	ENSPTRG00000016003.4	Nana18490-RA
OG0001387	ENSPTRG00000006048.6	Nana26203-RB, Nana26203-RC
OG0001387	ENSPTRG00000015665.4	Nana20696-RA
OG0001388	ENSPTRG00000022240.6	Nana32396-RA
OG0001389	ENSPTRG00000045684.1	Nana04143-RA
OG0001390	ENSPTRG00000001822.7	Nana14983-RA
OG0001390	ENSPTRG00000010394.6	Nana09309-RA
OG0001391	ENSPTRG00000004759.5	Nana27604-RA
OG0001392	ENSPTRG00000052654.1, ENSPTRG00000011459.6	Nana37903-RA, Nana37903-RB, Nana23619-RA
OG0001393	ENSPTRG00000009667.5	Nana09485-RA
OG0001393	ENSPTRG00000005070.5	Nana09886-RA
OG0001394	ENSPTRG00000009946.6, ENSPTRG00000009947.6, ENSPTRG00000009945.5	Nana16244-RA
OG0001395	ENSPTRG00000044786.1, ENSPTRG00000051024.1, ENSPTRG00000024159.3, ENSPTRG00000052744.1, ENSPTRG00000045075.1, ENSPTRG00000005075.4, ENSPTRG00000052763.1, ENSPTRG00000048358.1	Nana39696-RA
OG0001396	ENSPTRG00000003893.5	Nana35915-RA
OG0001397	ENSPTRG00000023481.5	Nana20152-RA
OG0001399	ENSPTRG00000004510.5	Nana27499-RA
OG0001399	ENSPTRG00000003113.4	Nana04262-RA
OG0001400	ENSPTRG00000018992.3	Nana21783-RA
OG0001400	ENSPTRG00000009258.6	Nana23265-RA
OG0001401	ENSPTRG00000012931.4	Nana03911-RA
OG0001401	ENSPTRG00000004892.6	Nana10175-RA
OG0001402	ENSPTRG00000006000.3	Nana26291-RA
OG0001402	ENSPTRG00000044837.1	Nana20352-RA
OG0001403	ENSPTRG00000014665.5	Nana03786-RA
OG0001404	ENSPTRG00000044899.1, ENSPTRG00000044248.1, ENSPTRG00000045063.1, ENSPTRG00000049646.1, ENSPTRG00000044764.1, ENSPTRG00000019766.4, ENSPTRG00000042822.1	Nana27423-RA
OG0001405	ENSPTRG00000050262.1, ENSPTRG00000042939.1, ENSPTRG00000051764.1, ENSPTRG00000005168.4, ENSPTRG00000051553.1, ENSPTRG00000049681.1, ENSPTRG00000019074.7	Nana22380-RA
OG0001406	ENSPTRG00000007720.6	Nana34612-RA, Nana34612-RB
OG0001407	ENSPTRG00000028939.2	Nana20139-RA
OG0001408	ENSPTRG00000019183.4	Nana22645-RA
OG0001408	ENSPTRG00000009105.6	Nana23050-RA
OG0001409	ENSPTRG00000007896.4	Nana33790-RA
OG0001409	ENSPTRG00000014315.3	Nana27327-RA
OG0001410	ENSPTRG00000010493.6	Nana10900-RA
OG0001410	ENSPTRG00000000811.7	Nana14624-RA
OG0001411	ENSPTRG00000050099.1	Nana09564-RA
OG0001411	ENSPTRG00000014402.5	Nana27248-RA
OG0001412	ENSPTRG00000020777.7	Nana11518-RB
OG0001413	ENSPTRG00000014452.6	Nana27199-RA
OG0001414	ENSPTRG00000001080.4	Nana08098-RA
OG0001415	ENSPTRG00000010598.5, ENSPTRG00000052258.1	Nana14330-RA, Nana14329-RA
OG0001416	ENSPTRG00000005296.5, ENSPTRG00000021910.2, ENSPTRG00000044134.1, ENSPTRG00000046232.1	Nana27060-RA
OG0001417	ENSPTRG00000050591.1	Nana26999-RA, Nana13898-RA
OG0001418	ENSPTRG00000002592.4	Nana28393-RA
OG0001419	ENSPTRG00000016213.4	Nana17644-RA
OG0001419	ENSPTRG00000017631.6	Nana08868-RA
OG0001420	ENSPTRG00000016226.4	Nana17659-RB, Nana17659-RA, Nana17661-RA, Nana17660-RA, Nana17660-RB, Nana17662-RA, Nana17663-RA
OG0001421	ENSPTRG00000001113.6	Nana14008-RA
OG0001421	ENSPTRG00000005165.5	Nana26814-RA
OG0001422	ENSPTRG00000047816.1	Nana24511-RA
OG0001423	ENSPTRG00000019615.5	Nana29653-RA
OG0001424	ENSPTRG00000001109.7	Nana14015-RA
OG0001425	ENSPTRG00000011337.5	Nana23335-RA
OG0001425	ENSPTRG00000003560.6	Nana04895-RA, Nana04895-RB
OG0001426	ENSPTRG00000018433.3	Nana02200-RA
OG0001426	ENSPTRG00000012315.6	Nana26154-RA
OG0001427	ENSPTRG00000044996.1, ENSPTRG00000050016.1	Nana26045-RG, Nana26045-RF
OG0001429	ENSPTRG00000047332.1	Nana13661-RA, Nana13660-RA, Nana31723-RA
OG0001430	ENSPTRG00000021816.7	Nana24473-RA
OG0001430	ENSPTRG00000021817.6	Nana24474-RA
OG0001431	ENSPTRG00000051738.1	Nana10662-RA
OG0001431	ENSPTRG00000004825.3	Nana29275-RA
OG0001432	ENSPTRG00000049459.1, ENSPTRG00000046993.1, ENSPTRG00000050404.1, ENSPTRG00000050716.1	Nana18503-RA
OG0001433	ENSPTRG00000022847.6, ENSPTRG00000048273.1	Nana35498-RH, Nana35498-RA, Nana35498-RD, Nana35498-RE, Nana35498-RI, Nana35498-RC, Nana35498-RB, Nana35498-RG, Nana35498-RF
OG0001434	ENSPTRG00000017499.7	Nana09218-RA
OG0001435	ENSPTRG00000001154.5	Nana24778-RA, Nana24779-RA
OG0001435	ENSPTRG00000001160.6	Nana24784-RA
OG0001436	ENSPTRG00000015211.4	Nana24850-RA
OG0001436	ENSPTRG00000044459.1, ENSPTRG00000001533.6	Nana35933-RA
OG0001437	ENSPTRG00000016187.5	Nana17577-RA, Nana17591-RA
OG0001438	ENSPTRG00000016858.5	Nana12371-RA
OG0001438	ENSPTRG00000007315.5	Nana32937-RA
OG0001439	ENSPTRG00000010244.6	Nana06743-RA
OG0001439	ENSPTRG00000016934.6	Nana12267-RA
OG0001440	ENSPTRG00000016954.5	Nana12147-RA, Nana12147-RB
OG0001441	ENSPTRG00000021136.3	Nana11742-RA
OG0001442	ENSPTRG00000048500.1, ENSPTRG00000042775.1, ENSPTRG00000050553.1, ENSPTRG00000021061.6	Nana11714-RC, Nana11714-RA, Nana11714-RB
OG0001443	ENSPTRG00000051168.1	Nana11599-RA
OG0001443	ENSPTRG00000010488.6	Nana10846-RA
OG0001444	ENSPTRG00000048670.1	Nana11591-RA
OG0001444	ENSPTRG00000010352.6	Nana06795-RA
OG0001445	ENSPTRG00000011199.5	Nana05241-RA, Nana30846-RA
OG0001445	ENSPTRG00000006249.6	Nana05242-RA
OG0001446	ENSPTRG00000013309.6	Nana15529-RA
OG0001446	ENSPTRG00000006275.6	Nana05267-RA, Nana05267-RB
OG0001447	ENSPTRG00000006867.5	Nana05123-RA, Nana05123-RB
OG0001449	ENSPTRG00000033850.3	Nana12608-RA
OG0001449	ENSPTRG00000007209.5	Nana33562-RA
OG0001450	ENSPTRG00000018220.6	Nana01374-RA
OG0001451	ENSPTRG00000004942.5	Nana10011-RA, Nana10010-RA, Nana38434-RA, Nana38431-RA, Nana38435-RA
OG0001453	ENSPTRG00000052777.1, ENSPTRG00000039556.2, ENSPTRG00000008744.6	Nana09342-RE, Nana09342-RD, Nana09342-RA, Nana09342-RB, Nana09342-RC
OG0001454	ENSPTRG00000012920.5, ENSPTRG00000028202.2	Nana03870-RD, Nana03870-RC, Nana03870-RE
OG0001455	ENSPTRG00000003575.5	Nana04004-RC, Nana04004-RG, Nana04004-RE, Nana04004-RA, Nana04004-RB, Nana04004-RD, Nana04004-RH, Nana04004-RF
OG0001456	ENSPTRG00000012944.5	Nana03923-RA
OG0001456	ENSPTRG00000044832.1	Nana34484-RA
OG0001457	ENSPTRG00000044897.1	Nana08958-RA
OG0001458	ENSPTRG00000013070.7	Nana03002-RA
OG0001458	ENSPTRG00000051690.1, ENSPTRG00000047459.1	Nana38776-RA
OG0001459	ENSPTRG00000016457.5, ENSPTRG00000017624.6	Nana08850-RA
OG0001460	ENSPTRG00000024129.5	Nana28079-RC
OG0001460	ENSPTRG00000017635.6	Nana08863-RA
OG0001461	ENSPTRG00000018224.6	Nana02907-RA
OG0001463	ENSPTRG00000015037.6	Nana08372-RB, Nana08372-RD, Nana08372-RE, Nana08372-RC
OG0001464	ENSPTRG00000015095.5	Nana08072-RB, Nana08072-RE, Nana08072-RD, Nana08072-RC, Nana08072-RF
OG0001465	ENSPTRG00000017930.7	Nana07800-RD, Nana07800-RC, Nana07800-RA, Nana07800-RB
OG0001466	ENSPTRG00000017935.7	Nana07810-RA, Nana07810-RB
OG0001467	ENSPTRG00000017970.6	Nana07636-RB, Nana07636-RC, Nana07636-RA, Nana07636-RD
OG0001468	ENSPTRG00000052783.1, ENSPTRG00000050777.1, ENSPTRG00000018746.6	Nana39931-RA, Nana01721-RB, Nana01721-RA, Nana39931-RB
OG0001469	ENSPTRG00000017996.7	Nana07624-RE, Nana07624-RC, Nana07624-RD
OG0001470	ENSPTRG00000011835.6	Nana01474-RA
OG0001473	ENSPTRG00000023221.4, ENSPTRG00000042789.1, ENSPTRG00000019206.5, ENSPTRG00000045231.1, ENSPTRG00000052536.1	Nana00571-RA
OG0001474	ENSPTRG00000008931.6	Nana00099-RA
OG0001474	ENSPTRG00000014136.6	Nana35532-RA
OG0001476	ENSPTRG00000001800.5, ENSPTRG00000023151.6, ENSPTRG00000001804.5	Nana15008-RA, Nana38545-RA, Nana38546-RA
OG0001477	ENSPTRG00000047986.1, ENSPTRG00000051353.1	Nana24661-RA
OG0001477	ENSPTRG00000018643.3	Nana01917-RA
OG0001478	ENSPTRG00000017427.6, ENSPTRG00000017878.6, ENSPTRG00000017879.6	Nana08814-RA
OG0001493	ENSPTRG00000002985.3	Nana19622-RA
OG0001494	ENSPTRG00000045431.1	Nana19648-RA, Nana19651-RA, Nana19654-RA
OG0001495	ENSPTRG00000008434.6, ENSPTRG00000047225.1, ENSPTRG00000013358.2	Nana31699-RA
OG0001497	ENSPTRG00000042879.1	Nana06074-RA
OG0001500	ENSPTRG00000012299.4	Nana26117-RA
OG0001500	ENSPTRG00000012300.4	Nana26120-RA
OG0001501	ENSPTRG00000010939.5	Nana30681-RA
OG0001503	ENSPTRG00000008752.6	Nana34046-RA, Nana09350-RA
OG0001504	ENSPTRG00000001470.4	Nana36348-RA
OG0001504	ENSPTRG00000007340.5	Nana32897-RA
OG0001505	ENSPTRG00000015460.2	Nana20208-RA
OG0001506	ENSPTRG00000017074.5	Nana12069-RA
OG0001506	ENSPTRG00000051126.1	Nana24892-RB
OG0001507	ENSPTRG00000043124.1	Nana00437-RB, Nana00437-RC, Nana00437-RA
OG0001508	ENSPTRG00000018107.4	Nana14255-RA
OG0001509	ENSPTRG00000046447.1	Nana31893-RA
OG0001510	ENSPTRG00000009175.4	Nana23110-RA
OG0001510	ENSPTRG00000014776.3	Nana22250-RA
OG0001512	ENSPTRG00000023335.3	Nana19168-RA
OG0001512	ENSPTRG00000012106.5	Nana27996-RA
OG0001513	ENSPTRG00000009614.6	Nana09548-RB
OG0001514	ENSPTRG00000011204.4, ENSPTRG00000047865.1	Nana30960-RA, Nana30960-RD, Nana30960-RE, Nana30960-RB, Nana30960-RC, Nana30960-RF, Nana30960-RG
OG0001515	ENSPTRG00000011202.5, ENSPTRG00000051556.1, ENSPTRG00000049765.1	Nana30957-RD, Nana30957-RF, Nana30957-RB, Nana30957-RA, Nana30957-RC, Nana30957-RE
OG0001516	ENSPTRG00000003917.7	Nana36117-RB, Nana36117-RA
OG0001516	ENSPTRG00000010923.6	Nana30953-RA
OG0001518	ENSPTRG00000005923.5	Nana26501-RA
OG0001520	ENSPTRG00000019379.3, ENSPTRG00000045749.1	Nana33772-RA
OG0001521	ENSPTRG00000007776.5	Nana34593-RF, Nana34593-RA, Nana34593-RD, Nana34593-RH, Nana34593-RB, Nana34593-RE, Nana34593-RG, Nana34593-RC
OG0001522	ENSPTRG00000003914.5	Nana36124-RA
OG0001522	ENSPTRG00000018187.5	Nana00975-RA
OG0001524	ENSPTRG00000001751.5, ENSPTRG00000043818.1	Nana15154-RA
OG0001525	ENSPTRG00000010350.5	Nana06055-RB
OG0001525	ENSPTRG00000016791.3	Nana12435-RB, Nana12435-RA
OG0001526	ENSPTRG00000050542.1, ENSPTRG00000048835.1, ENSPTRG00000023560.4	Nana14682-RC, Nana14682-RA, Nana14682-RB
OG0001527	ENSPTRG00000011221.5	Nana23380-RA, Nana23380-RB, Nana23383-RA, Nana23383-RB, Nana39353-RA
OG0001528	ENSPTRG00000011258.5	Nana23596-RA
OG0001528	ENSPTRG00000004772.7	Nana27606-RA
OG0001530	ENSPTRG00000021964.7	Nana32048-RA
OG0001531	ENSPTRG00000042976.1	Nana26020-RA
OG0001532	ENSPTRG00000001300.6, ENSPTRG00000001301.7	Nana36257-RB, Nana36257-RA
OG0001533	ENSPTRG00000004351.6	Nana29051-RC, Nana29051-RB, Nana29051-RA, Nana29051-RF, Nana29051-RG, Nana29051-RH, Nana29051-RD, Nana29051-RE
OG0001534	ENSPTRG00000015600.5	Nana20539-RA, Nana20539-RB
OG0001535	ENSPTRG00000007552.5	Nana33962-RA
OG0001535	ENSPTRG00000008987.6	Nana09937-RA
OG0001536	ENSPTRG00000009579.6	Nana09806-RA
OG0001537	ENSPTRG00000015082.6	Nana08038-RA
OG0001538	ENSPTRG00000050415.1	Nana23786-RA, Nana00321-RA
OG0001539	ENSPTRG00000042983.1	Nana29465-RA
OG0001540	ENSPTRG00000007440.3, ENSPTRG00000050155.1, ENSPTRG00000007439.5	Nana33611-RA
OG0001541	ENSPTRG00000012235.6	Nana28051-RJ, Nana28051-RL, Nana28051-RM, Nana28051-RB, Nana28051-RH, Nana28051-RN, Nana28051-RK, Nana28051-RG
OG0001542	ENSPTRG00000005845.6	Nana26660-RB, Nana26660-RA
OG0001543	ENSPTRG00000022053.3, ENSPTRG00000047793.1, ENSPTRG00000052821.1, ENSPTRG00000052212.1	Nana24312-RB
OG0001544	ENSPTRG00000015794.6	Nana20941-RB, Nana20941-RA
OG0001545	ENSPTRG00000002595.4	Nana23872-RA, Nana23872-RB
OG0001547	ENSPTRG00000012584.6	Nana03503-RA
OG0001548	ENSPTRG00000013043.6, ENSPTRG00000047830.1	Nana21038-RA
OG0001549	ENSPTRG00000050934.1	Nana20813-RJ, Nana20813-RI, Nana20813-RG, Nana20813-RK, Nana20813-RF, Nana20813-RM, Nana20813-RH, Nana20813-RL
OG0001550	ENSPTRG00000018233.7	Nana02922-RA
OG0001551	ENSPTRG00000018493.4, ENSPTRG00000044871.1	Nana02098-RA, Nana30148-RA
OG0001552	ENSPTRG00000007465.5	Nana33668-RD, Nana33668-RH, Nana33668-RG, Nana33668-RE, Nana33668-RB, Nana33668-RA, Nana33668-RC, Nana33668-RI
OG0001553	ENSPTRG00000023925.5, ENSPTRG00000049282.1	Nana35628-RB, Nana35628-RC, Nana35628-RA
OG0001554	ENSPTRG00000044208.1, ENSPTRG00000046750.1, ENSPTRG00000050467.1, ENSPTRG00000028666.3	Nana11446-RA
OG0001555	ENSPTRG00000050383.1	Nana00265-RA
OG0001555	ENSPTRG00000009483.7, ENSPTRG00000008624.7	Nana00269-RA
OG0001556	ENSPTRG00000008808.6	Nana38227-RA, Nana38228-RA, Nana38230-RA, Nana35398-RA, Nana00125-RA
OG0001558	ENSPTRG00000008970.5	Nana00354-RA, Nana00362-RA, Nana00363-RA, Nana00364-RB, Nana00364-RA
OG0001560	ENSPTRG00000004338.5	Nana29065-RA, Nana29065-RF, Nana29065-RG, Nana29065-RD, Nana29065-RC
OG0001561	ENSPTRG00000015259.7	Nana11001-RA
OG0001561	ENSPTRG00000018455.3	Nana02138-RA
OG0001562	ENSPTRG00000013498.7	Nana13707-RA
OG0001565	ENSPTRG00000019320.2	Nana00521-RA
OG0001566	ENSPTRG00000016032.4	Nana37579-RA
OG0001567	ENSPTRG00000003102.6	Nana04208-RA
OG0001568	ENSPTRG00000018041.5	Nana06956-RA
OG0001569	ENSPTRG00000009588.6	Nana09790-RA
OG0001570	ENSPTRG00000039424.2, ENSPTRG00000021245.6, ENSPTRG00000051748.1	Nana11417-RA, Nana11415-RA
OG0001571	ENSPTRG00000014049.6, ENSPTRG00000043519.1, ENSPTRG00000014080.4	Nana35432-RA, Nana35431-RA
OG0001573	ENSPTRG00000010225.6	Nana06197-RG, Nana06197-RA, Nana06197-RC, Nana06197-RE, Nana06197-RD, Nana06197-RF, Nana06197-RH, Nana06197-RB
OG0001575	ENSPTRG00000005480.4	Nana35012-RA
OG0001575	ENSPTRG00000003688.4	Nana04094-RA
OG0001576	ENSPTRG00000005492.5	Nana35031-RA
OG0001576	ENSPTRG00000005491.3	Nana35028-RA
OG0001577	ENSPTRG00000003096.5	Nana26734-RB, Nana26734-RF, Nana26734-RA, Nana26734-RE, Nana26734-RG, Nana26734-RC, Nana26734-RD
OG0001578	ENSPTRG00000006125.6	Nana24081-RA
OG0001578	ENSPTRG00000020284.6	Nana16371-RA
OG0001579	ENSPTRG00000010277.7	Nana06543-RA
OG0001579	ENSPTRG00000010058.7	Nana12491-RA, Nana12492-RA
OG0001580	ENSPTRG00000011173.4	Nana30792-RA
OG0001581	ENSPTRG00000022470.6, ENSPTRG00000022505.7, ENSPTRG00000022025.5	Nana32706-RA
OG0001583	ENSPTRG00000044281.1	Nana10993-RA
OG0001583	ENSPTRG00000045092.1	Nana35732-RA
OG0001584	ENSPTRG00000004457.6	Nana28556-RG, Nana28556-RE, Nana28556-RB, Nana28556-RH, Nana28556-RC, Nana28556-RA, Nana28556-RF, Nana28556-RD
OG0001585	ENSPTRG00000001389.5	Nana36052-RA
OG0001586	ENSPTRG00000002683.6, ENSPTRG00000002684.6	Nana19041-RA, Nana19043-RA
OG0001587	ENSPTRG00000044055.1, ENSPTRG00000016390.3	Nana18133-RA
OG0001588	ENSPTRG00000007165.5	Nana33099-RA
OG0001589	ENSPTRG00000000493.6	Nana29822-RA
OG0001589	ENSPTRG00000011772.3	Nana00657-RA
OG0001590	ENSPTRG00000013163.5	Nana02662-RA
OG0001591	ENSPTRG00000020029.4, ENSPTRG00000020028.6	Nana23960-RA, Nana31625-RA
OG0001592	ENSPTRG00000006184.7, ENSPTRG00000042451.2, ENSPTRG00000006182.6	Nana38823-RA
OG0001593	ENSPTRG00000047338.1	Nana02282-RB, Nana02282-RC, Nana02282-RA
OG0001594	ENSPTRG00000039522.2, ENSPTRG00000008116.6	Nana31573-RC, Nana31573-RA, Nana31573-RD, Nana31573-RE, Nana31573-RB
OG0001595	ENSPTRG00000042733.1	Nana06542-RA
OG0001595	ENSPTRG00000017137.4	Nana11959-RA
OG0001596	ENSPTRG00000001915.4	Nana14093-RA
OG0001596	ENSPTRG00000014968.4	Nana08579-RA
OG0001597	ENSPTRG00000044539.1, ENSPTRG00000038674.2, ENSPTRG00000006196.6	Nana24259-RA
OG0001598	ENSPTRG00000017167.5	Nana11916-RA
OG0001599	ENSPTRG00000043690.1, ENSPTRG00000047667.1, ENSPTRG00000004361.4	Nana29041-RA
OG0001600	ENSPTRG00000049421.1	Nana29036-RA, Nana29036-RG, Nana29036-RB, Nana29036-RJ, Nana29036-RF, Nana29036-RH, Nana29036-RK
OG0001601	ENSPTRG00000012423.6	Nana03824-RA
OG0001602	ENSPTRG00000002388.7	Nana21374-RC, Nana21374-RB, Nana21374-RA, Nana37938-RA
OG0001603	ENSPTRG00000045156.1	Nana21551-RA, Nana21551-RC, Nana21551-RB
OG0001604	ENSPTRG00000021217.7, ENSPTRG00000021218.6	Nana11332-RA
OG0001605	ENSPTRG00000031000.3	Nana16311-RA
OG0001606	ENSPTRG00000015018.6	Nana08493-RA
OG0001607	ENSPTRG00000001738.7	Nana15196-RB, Nana15196-RC, Nana15196-RD, Nana15196-RG, Nana15196-RK, Nana15196-RE, Nana15196-RF
OG0001608	ENSPTRG00000002762.4	Nana19380-RA
OG0001608	ENSPTRG00000012051.4	Nana17475-RA
OG0001609	ENSPTRG00000048812.1	Nana04467-RA
OG0001610	ENSPTRG00000013992.6	Nana21444-RA, Nana21444-RB, Nana21444-RC
OG0001611	ENSPTRG00000020224.5, ENSPTRG00000042691.1, ENSPTRG00000051942.1, ENSPTRG00000048350.1	Nana33137-RB, Nana33137-RC, Nana33137-RA
OG0001613	ENSPTRG00000001815.6	Nana14995-RA
OG0001614	ENSPTRG00000009871.6, ENSPTRG00000032488.4	Nana13533-RA, Nana16092-RA
OG0001615	ENSPTRG00000005059.6	Nana09929-RG, Nana09929-RA, Nana09929-RH, Nana09929-RF, Nana09929-RE, Nana09929-RC, Nana09929-RB, Nana09929-RD
OG0001616	ENSPTRG00000014220.5	Nana34934-RA
OG0001616	ENSPTRG00000009022.3	Nana00539-RA
OG0001618	ENSPTRG00000002286.5	Nana27680-RA
OG0001619	ENSPTRG00000004910.6	Nana09925-RC, Nana09925-RA, Nana09925-RD, Nana09925-RB, Nana09926-RA, Nana09928-RA, Nana09928-RB
OG0001620	ENSPTRG00000050487.1	Nana01290-RA
OG0001620	ENSPTRG00000006481.5	Nana04948-RA
OG0001621	ENSPTRG00000013537.4, ENSPTRG00000013540.6	Nana13683-RA
OG0001622	ENSPTRG00000014094.5, ENSPTRG00000047066.1	Nana23758-RB, Nana39288-RA, Nana23758-RA, Nana39288-RB, Nana35562-RA
OG0001623	ENSPTRG00000049353.1, ENSPTRG00000048715.1, ENSPTRG00000051592.1, ENSPTRG00000047767.1, ENSPTRG00000052060.1	Nana34752-RA
OG0001624	ENSPTRG00000012962.6	Nana03977-RA
OG0001624	ENSPTRG00000046377.1	Nana09893-RB, Nana09893-RA
OG0001625	ENSPTRG00000033802.2	Nana23720-RB, Nana23720-RA
OG0001625	ENSPTRG00000011519.5	Nana23722-RA
OG0001626	ENSPTRG00000019417.4, ENSPTRG00000019419.6, ENSPTRG00000049985.1	Nana21623-RB, Nana21623-RA
OG0001627	ENSPTRG00000045175.1, ENSPTRG00000001219.5	Nana15325-RA
OG0001628	ENSPTRG00000010675.4	Nana10464-RA
OG0001628	ENSPTRG00000021089.5	Nana11812-RA
OG0001629	ENSPTRG00000018937.6	Nana21683-RB, Nana21683-RA, Nana21683-RD, Nana21683-RC
OG0001630	ENSPTRG00000000266.4	Nana37201-RA
OG0001631	ENSPTRG00000004509.4	Nana27498-RA
OG0001632	ENSPTRG00000017310.3	Nana15487-RA
OG0001633	ENSPTRG00000019003.6	Nana21813-RC, Nana21813-RB, Nana21813-RA, Nana21813-RD
OG0001634	ENSPTRG00000019761.5	Nana27417-RA, Nana29452-RA, Nana27400-RA
OG0001635	ENSPTRG00000028998.3	Nana20292-RA
OG0001636	ENSPTRG00000045391.1	Nana04904-RA, Nana04903-RA
OG0001637	ENSPTRG00000018026.6	Nana06918-RA
OG0001638	ENSPTRG00000049162.1	Nana20081-RA
OG0001640	ENSPTRG00000050778.1	Nana37640-RA
OG0001641	ENSPTRG00000001069.5	Nana14321-RB, Nana14321-RA
OG0001642	ENSPTRG00000009221.6	Nana27503-RA, Nana22876-RA
OG0001643	ENSPTRG00000021840.6	Nana10507-RC
OG0001643	ENSPTRG00000005323.3	Nana27083-RA
OG0001644	ENSPTRG00000034560.3, ENSPTRG00000030805.2, ENSPTRG00000034209.3	Nana22749-RA, Nana22754-RA
OG0001645	ENSPTRG00000000645.6	Nana14368-RA
OG0001646	ENSPTRG00000050131.1	Nana27057-RA
OG0001648	ENSPTRG00000002619.6	Nana19241-RD, Nana19241-RB, Nana19241-RA, Nana19241-RC, Nana19241-RE
OG0001649	ENSPTRG00000046868.1, ENSPTRG00000009314.7	Nana23013-RA
OG0001650	ENSPTRG00000009315.6, ENSPTRG00000045288.1	Nana23017-RA, Nana23014-RA, Nana23015-RA
OG0001651	ENSPTRG00000005244.4	Nana26960-RA
OG0001651	ENSPTRG00000001836.5	Nana13937-RA
OG0001652	ENSPTRG00000014697.6	Nana21961-RA
OG0001652	ENSPTRG00000009112.4	Nana23062-RA
OG0001653	ENSPTRG00000018077.6, ENSPTRG00000022115.4, ENSPTRG00000047704.1, ENSPTRG00000049368.1	Nana14219-RA
OG0001654	ENSPTRG00000010686.5, ENSPTRG00000048716.1, ENSPTRG00000043668.1, ENSPTRG00000047651.1	Nana26806-RA
OG0001655	ENSPTRG00000042003.2	Nana08520-RA, Nana08520-RB
OG0001656	ENSPTRG00000008076.5	Nana29632-RA
OG0001657	ENSPTRG00000050558.1, ENSPTRG00000052356.1, ENSPTRG00000013872.6	Nana24648-RD, Nana24648-RC, Nana24648-RK, Nana24648-RH, Nana24648-RB, Nana24648-RA
OG0001658	ENSPTRG00000017357.6	Nana08976-RA
OG0001659	ENSPTRG00000050184.1, ENSPTRG00000016060.7	Nana18584-RF, Nana18584-RD, Nana18584-RE, Nana18584-RC, Nana18584-RA, Nana18584-RB
OG0001660	ENSPTRG00000016627.4, ENSPTRG00000016628.5	Nana28936-RA, Nana18214-RA
OG0001661	ENSPTRG00000005777.3	Nana25011-RA
OG0001661	ENSPTRG00000038821.2	Nana17945-RA
OG0001662	ENSPTRG00000049946.1, ENSPTRG00000040744.2, ENSPTRG00000044787.1, ENSPTRG00000042958.1, ENSPTRG00000048422.1	Nana06303-RB
OG0001663	ENSPTRG00000049489.1	Nana02702-RA
OG0001664	ENSPTRG00000051664.1	Nana12384-RA, Nana12383-RA
OG0001665	ENSPTRG00000051644.1, ENSPTRG00000017060.3, ENSPTRG00000048661.1	Nana12106-RA
OG0001666	ENSPTRG00000017093.6	Nana12043-RE, Nana12043-RD, Nana12043-RC, Nana12043-RA, Nana12043-RB
OG0001667	ENSPTRG00000021066.6	Nana11725-RC, Nana11725-RD, Nana11725-RE, Nana11725-RB, Nana11725-RH, Nana11725-RA, Nana11725-RG, Nana11725-RF
OG0001668	ENSPTRG00000003895.5	Nana35893-RA
OG0001669	ENSPTRG00000003894.5, ENSPTRG00000006253.4	Nana05247-RA, Nana05247-RC, Nana05247-RD, Nana05247-RE
OG0001670	ENSPTRG00000013255.6	Nana02774-RA
OG0001671	ENSPTRG00000048998.1, ENSPTRG00000050176.1, ENSPTRG00000045828.1, ENSPTRG00000048378.1, ENSPTRG00000052270.1, ENSPTRG00000029807.2	Nana10967-RA
OG0001672	ENSPTRG00000034115.2	Nana10961-RA, Nana38955-RA, Nana38955-RB
OG0001673	ENSPTRG00000042167.2	Nana05028-RA
OG0001674	ENSPTRG00000003474.6	Nana04625-RA, Nana04624-RA
OG0001675	ENSPTRG00000004912.6	Nana10154-RK, Nana10154-RE, Nana10154-RA, Nana10154-RG, Nana10154-RF, Nana10154-RH, Nana10154-RJ, Nana10154-RD, Nana10154-RC
OG0001677	ENSPTRG00000045353.1	Nana04350-RA
OG0001678	ENSPTRG00000021392.5	Nana36396-RA
OG0001678	ENSPTRG00000010397.6	Nana09307-RB, Nana09307-RA
OG0001679	ENSPTRG00000016137.4	Nana03709-RA
OG0001679	ENSPTRG00000046935.1, ENSPTRG00000028339.3	Nana21243-RA
OG0001680	ENSPTRG00000050817.1, ENSPTRG00000012909.5	Nana03851-RA, Nana17387-RA
OG0001681	ENSPTRG00000003701.3	Nana04104-RA, Nana04104-RB, Nana04103-RA
OG0001682	ENSPTRG00000003946.6	Nana04051-RA
