Orthogroup	P_troglodytes.pep	P_Mucros.pep
OG0001201	ENSPTRG00000043246.1, ENSPTRG00000008989.7	XP_015679688.1, XP_015679689.1, XP_015679690.1
OG0001202	ENSPTRG00000051552.1, ENSPTRG00000019175.6	XP_029141808.1, XP_029142713.1
OG0001203	ENSPTRG00000018239.6, ENSPTRG00000009957.6	XP_015667780.1, XP_015667779.1
OG0001204	ENSPTRG00000009943.5, ENSPTRG00000009941.6, ENSPTRG00000009940.5	XP_015677563.1, XP_015677562.1, XP_029141101.1
OG0001205	ENSPTRG00000017171.3, ENSPTRG00000030979.3, ENSPTRG00000049304.1, ENSPTRG00000050975.1	XP_015679072.1
OG0001206	ENSPTRG00000045480.1, ENSPTRG00000011443.5	XP_015666429.1
OG0001207	ENSPTRG00000011445.4, ENSPTRG00000047750.1	XP_015666445.1
OG0001208	ENSPTRG00000044768.1, ENSPTRG00000011448.7	XP_015665809.1
OG0001209	ENSPTRG00000015539.6	XP_029139641.1
OG0001209	ENSPTRG00000042614.2, ENSPTRG00000046538.1	XP_029139698.1
OG0001210	ENSPTRG00000009368.7	XP_015665962.1
OG0001210	ENSPTRG00000047422.1, ENSPTRG00000018986.6	XP_015666098.1
OG0001211	ENSPTRG00000015524.5	XP_015673207.1
OG0001212	ENSPTRG00000006652.6	XP_029142136.1
OG0001212	ENSPTRG00000013294.5	XP_015682678.1
OG0001213	ENSPTRG00000014685.4	XP_015666223.2
OG0001213	ENSPTRG00000009192.5	XP_015665945.1
OG0001214	ENSPTRG00000042719.1, ENSPTRG00000015509.6	XP_015668434.1, XP_015668433.1
OG0001215	ENSPTRG00000015301.5, ENSPTRG00000016722.4	XP_015682562.1
OG0001216	ENSPTRG00000010378.4	XP_015668763.1
OG0001216	ENSPTRG00000001024.7	XP_015683370.1
OG0001217	ENSPTRG00000021437.5	XP_015679821.1
OG0001217	ENSPTRG00000000931.7	XP_015683054.1
OG0001218	ENSPTRG00000039951.2	XP_015669333.1
OG0001218	ENSPTRG00000046978.1	XP_015679058.1
OG0001220	ENSPTRG00000017538.4	XP_015674171.1, XP_015671753.1
OG0001221	ENSPTRG00000045244.1	XP_015671770.1
OG0001221	ENSPTRG00000020192.6	XP_015673464.2
OG0001222	ENSPTRG00000028180.2, ENSPTRG00000005297.5, ENSPTRG00000047156.1	XP_015668322.1
OG0001223	ENSPTRG00000047268.1, ENSPTRG00000002925.7, ENSPTRG00000002926.3	XP_015668268.1, XP_015668263.1
OG0001224	ENSPTRG00000002931.5	XP_015669859.1, XP_029139655.1
OG0001224	ENSPTRG00000052782.1	XP_015668261.1
OG0001225	ENSPTRG00000016296.5	XP_015679528.1
OG0001225	ENSPTRG00000002600.6	XP_029141581.1
OG0001226	ENSPTRG00000000747.6	XP_015666377.1
OG0001226	ENSPTRG00000021099.6	XP_015681899.1
OG0001228	ENSPTRG00000003351.6	XP_029141245.1
OG0001228	ENSPTRG00000018081.7	XP_015687465.1
OG0001229	ENSPTRG00000004787.3	XP_015681344.2
OG0001229	ENSPTRG00000018105.5	XP_015670999.1
OG0001230	ENSPTRG00000052423.1	XP_029141537.1, XP_029141534.1, XP_029141533.1, XP_015679549.1, XP_029141535.1, XP_029141536.1, XP_029138889.1, XP_015665971.1, XP_029138888.1, XP_029138887.1
OG0001231	ENSPTRG00000039535.2, ENSPTRG00000049275.1	XP_015666105.1
OG0001231	ENSPTRG00000009356.4	XP_015665970.1
OG0001232	ENSPTRG00000014572.6	XP_015683761.1
OG0001232	ENSPTRG00000001846.4	XP_015673788.1
OG0001233	ENSPTRG00000012330.6, ENSPTRG00000048111.1	XP_015675310.1
OG0001234	ENSPTRG00000017510.5	XP_015682985.1
OG0001234	ENSPTRG00000024331.5	XP_029141804.1
OG0001235	ENSPTRG00000018661.4	XP_015676341.1
OG0001235	ENSPTRG00000021696.3	XP_015673812.2
OG0001236	ENSPTRG00000003466.6	XP_015666923.1
OG0001236	ENSPTRG00000048449.1	XP_029140737.1
OG0001237	ENSPTRG00000021714.6	XP_029141813.1
OG0001237	ENSPTRG00000016177.6	XP_015675622.1, XP_015685500.1
OG0001238	ENSPTRG00000010860.5	XP_015679858.1
OG0001239	ENSPTRG00000013761.6	XP_029141301.1, XP_029141287.1, XP_015670300.1
OG0001240	ENSPTRG00000004168.6	XP_029141325.1
OG0001240	ENSPTRG00000016666.6	XP_015687259.2
OG0001241	ENSPTRG00000045893.1, ENSPTRG00000045780.1	XP_029139767.1, XP_015672355.1, XP_015667444.1
OG0001242	ENSPTRG00000005745.6	XP_015678841.1, XP_015678844.1, XP_015678842.1
OG0001243	ENSPTRG00000020838.3	XP_029142780.1, XP_015684989.1
OG0001244	ENSPTRG00000001958.3	XP_015670174.1
OG0001244	ENSPTRG00000006426.3	XP_015677946.1
OG0001245	ENSPTRG00000001968.6	XP_015671434.1
OG0001245	ENSPTRG00000006557.4	XP_015669730.1
OG0001246	ENSPTRG00000052414.1	XP_015670594.1
OG0001246	ENSPTRG00000014884.5	XP_029142289.1
OG0001247	ENSPTRG00000011796.6	XP_029141845.1
OG0001247	ENSPTRG00000006948.7	XP_029141681.1
OG0001248	ENSPTRG00000020445.3, ENSPTRG00000023905.5, ENSPTRG00000011922.4, ENSPTRG00000018528.2	XP_029139225.1
OG0001249	ENSPTRG00000014546.5	XP_015686115.1
OG0001249	ENSPTRG00000008774.5	XP_015665802.1, XP_015685784.1
OG0001250	ENSPTRG00000021569.5	XP_015687140.1
OG0001250	ENSPTRG00000021582.5	XP_015687142.1, XP_015687141.1
OG0001251	ENSPTRG00000018554.6	XP_015684596.1
OG0001251	ENSPTRG00000010586.4	XP_015675606.1
OG0001252	ENSPTRG00000005793.3	XP_015674976.1, XP_015674975.1, XP_015674974.1
OG0001252	ENSPTRG00000017401.6	XP_015674977.1
OG0001253	ENSPTRG00000051036.1, ENSPTRG00000013077.6	XP_015687662.1, XP_015687663.1, XP_015687664.1, XP_015687665.1, XP_015687666.1, XP_015687667.1
OG0001254	ENSPTRG00000028506.4	XP_015671460.1
OG0001254	ENSPTRG00000020044.5	XP_015666625.1
OG0001256	ENSPTRG00000034357.3, ENSPTRG00000043301.1	XP_015678598.2, XP_029142340.1
OG0001257	ENSPTRG00000047585.1	XP_015677940.1
OG0001257	ENSPTRG00000006907.5	XP_015681307.1
OG0001258	ENSPTRG00000001387.3	XP_015668820.1
OG0001259	ENSPTRG00000043332.1, ENSPTRG00000049603.1, ENSPTRG00000049700.1, ENSPTRG00000045969.1, ENSPTRG00000044099.1	XP_029142432.1
OG0001260	ENSPTRG00000010286.5	XP_015681906.1
OG0001260	ENSPTRG00000007152.4	XP_015666523.1
OG0001261	ENSPTRG00000029743.3	XP_015665576.2
OG0001261	ENSPTRG00000003306.4, ENSPTRG00000028721.4	XP_029138823.1
OG0001262	ENSPTRG00000010195.7, ENSPTRG00000022146.5	XP_015666165.1
OG0001265	ENSPTRG00000023109.5	XP_015678150.1
OG0001265	ENSPTRG00000022599.4	XP_015678154.1
OG0001266	ENSPTRG00000003308.4	XP_029141009.1
OG0001276	ENSPTRG00000012055.6	XP_015680686.1
OG0001277	ENSPTRG00000002970.5, ENSPTRG00000050694.1	XP_015681262.1
OG0001279	ENSPTRG00000010297.5	XP_029141657.1
OG0001279	ENSPTRG00000022831.6	XP_029141878.1, XP_015680359.1
OG0001280	ENSPTRG00000023465.3	XP_029140964.1
OG0001280	ENSPTRG00000000112.6	XP_029140965.1
OG0001281	ENSPTRG00000038867.2, ENSPTRG00000007823.4, ENSPTRG00000049415.1	XP_015681929.1
OG0001282	ENSPTRG00000007647.7	XP_015674674.1
OG0001283	ENSPTRG00000011989.6	XP_015685299.1
OG0001283	ENSPTRG00000003915.7	XP_015683612.1, XP_015676523.1
OG0001284	ENSPTRG00000020151.3	XP_015676534.1
OG0001284	ENSPTRG00000049550.1	XP_015680706.1
OG0001285	ENSPTRG00000018299.6	XP_015675374.1
OG0001285	ENSPTRG00000000339.6	XP_015675147.1
OG0001286	ENSPTRG00000030704.4	XP_015683530.1
OG0001286	ENSPTRG00000023510.5	XP_015669388.1, XP_015669386.1, XP_015669387.2
OG0001287	ENSPTRG00000002083.7	XP_015679890.1
OG0001287	ENSPTRG00000033697.2	XP_015669380.1
OG0001288	ENSPTRG00000000063.7	XP_015674351.1
OG0001288	ENSPTRG00000015732.4	XP_029142318.1, XP_015682884.1
OG0001289	ENSPTRG00000023991.4	XP_015678168.1
OG0001289	ENSPTRG00000043071.1	XP_015666889.1
OG0001290	ENSPTRG00000010681.6	XP_015665419.1
OG0001290	ENSPTRG00000039184.2	XP_015681792.1
OG0001291	ENSPTRG00000014178.5	XP_029140457.1
OG0001291	ENSPTRG00000008814.5	XP_015670286.1
OG0001292	ENSPTRG00000017205.4	XP_015670747.1
OG0001293	ENSPTRG00000002310.4	XP_015680670.1
OG0001293	ENSPTRG00000014971.7	XP_015668052.1
OG0001294	ENSPTRG00000008013.6	XP_015684263.2, XP_015684362.2
OG0001295	ENSPTRG00000002371.6	XP_029138918.1
OG0001295	ENSPTRG00000012624.6	XP_029140557.1
OG0001296	ENSPTRG00000011294.5	XP_015665722.1, XP_015681315.1
OG0001296	ENSPTRG00000003444.5	XP_015678786.1
OG0001297	ENSPTRG00000003400.5	XP_029142297.1, XP_015685285.1
OG0001297	ENSPTRG00000011264.5	XP_015665752.1
OG0001298	ENSPTRG00000013552.5, ENSPTRG00000044911.1	XP_015684301.1, XP_015683734.1, XP_015684549.1
OG0001299	ENSPTRG00000011241.6	XP_015666426.1
OG0001300	ENSPTRG00000007169.6	XP_015674650.1
OG0001300	ENSPTRG00000016998.5	XP_015675636.1
OG0001301	ENSPTRG00000003027.5	XP_015669709.2
OG0001302	ENSPTRG00000010234.6	XP_015678248.2
OG0001302	ENSPTRG00000048941.1, ENSPTRG00000007070.4	XP_015678233.1
OG0001303	ENSPTRG00000000206.4	XP_015686383.1, XP_015681283.1
OG0001303	ENSPTRG00000008736.6	XP_015683561.1
OG0001305	ENSPTRG00000017272.6	XP_015673184.1
OG0001305	ENSPTRG00000016572.6	XP_015676122.1
OG0001306	ENSPTRG00000002529.6	XP_015682175.2
OG0001306	ENSPTRG00000020069.6	XP_015684086.1
OG0001307	ENSPTRG00000016574.7	XP_015675299.1, XP_029140659.1
OG0001308	ENSPTRG00000015071.5	XP_015686903.1
OG0001308	ENSPTRG00000019631.4	XP_029141179.1
OG0001309	ENSPTRG00000019570.4, ENSPTRG00000043312.1	XP_015672059.1, XP_015669088.1
OG0001310	ENSPTRG00000008182.6	XP_029139216.1
OG0001311	ENSPTRG00000004394.5	XP_015669222.1
OG0001311	ENSPTRG00000011042.5	XP_015677441.1
OG0001312	ENSPTRG00000006409.6	XP_015675387.1
OG0001313	ENSPTRG00000005832.6	XP_029138993.1, XP_029138994.1
OG0001313	ENSPTRG00000022270.5	XP_029140791.1
OG0001314	ENSPTRG00000015468.3	XP_015670563.1
OG0001314	ENSPTRG00000000114.6	XP_015676919.1
OG0001315	ENSPTRG00000002869.6	XP_015668921.1
OG0001315	ENSPTRG00000017526.6	XP_015674778.1
OG0001316	ENSPTRG00000008726.6	XP_015681943.1
OG0001316	ENSPTRG00000013092.7	XP_015677955.2
OG0001317	ENSPTRG00000019272.5	XP_015668300.1
OG0001318	ENSPTRG00000049886.1, ENSPTRG00000018635.7	XP_015665523.1, XP_015665515.1, XP_015665501.1, XP_015665507.1
OG0001319	ENSPTRG00000050345.1, ENSPTRG00000019277.6	XP_015668308.1, XP_015668309.1
OG0001320	ENSPTRG00000008031.6	XP_015683930.1, XP_015679032.1
OG0001320	ENSPTRG00000051007.1	XP_015671024.1
OG0001321	ENSPTRG00000018622.5	XP_015674222.1
OG0001321	ENSPTRG00000020339.6	XP_015672650.1
OG0001322	ENSPTRG00000052760.1, ENSPTRG00000009568.7	XP_029139366.1
OG0001323	ENSPTRG00000013764.7	XP_029142101.1, XP_029140696.1
OG0001323	ENSPTRG00000043300.1	XP_029141611.1
OG0001324	ENSPTRG00000049782.1, ENSPTRG00000050923.1, ENSPTRG00000044550.1, ENSPTRG00000047834.1, ENSPTRG00000041165.2, ENSPTRG00000034039.3, ENSPTRG00000004091.4	XP_015685146.1, XP_015686050.1
OG0001325	ENSPTRG00000043800.1, ENSPTRG00000043454.1, ENSPTRG00000050351.1, ENSPTRG00000046984.1, ENSPTRG00000049274.1, ENSPTRG00000043521.1, ENSPTRG00000040264.2, ENSPTRG00000047145.1	XP_015672254.1
OG0001326	ENSPTRG00000000217.7, ENSPTRG00000034081.3	XP_029141899.1
OG0001327	ENSPTRG00000048953.1, ENSPTRG00000014095.6	XP_029142547.1, XP_015684833.1, XP_029140402.1
OG0001328	ENSPTRG00000046155.1, ENSPTRG00000003935.3	XP_015673160.1
OG0001328	ENSPTRG00000044792.1	XP_015673161.1
OG0001329	ENSPTRG00000005122.6	XP_015675437.1
OG0001329	ENSPTRG00000012508.6	XP_029140041.1
OG0001330	ENSPTRG00000021655.3	XP_015672635.1
OG0001330	ENSPTRG00000021899.5	XP_015687925.1, XP_015687924.1
OG0001331	ENSPTRG00000009090.6	XP_015681473.1
OG0001332	ENSPTRG00000012416.6	XP_015673125.1
OG0001332	ENSPTRG00000014734.6	XP_029141318.1
OG0001333	ENSPTRG00000004038.7	XP_015685609.1
OG0001334	ENSPTRG00000046300.1	XP_015686652.1
OG0001335	ENSPTRG00000018311.4	XP_015671390.1
OG0001335	ENSPTRG00000020608.6	XP_015682414.1
OG0001336	ENSPTRG00000009428.5	XP_015672710.2, XP_029142820.1, XP_015681663.1
OG0001337	ENSPTRG00000010593.4	XP_015677049.1
OG0001337	ENSPTRG00000051570.1	XP_015673703.1
OG0001338	ENSPTRG00000008281.4	XP_015666902.1
OG0001339	ENSPTRG00000028481.4	XP_029141579.1
OG0001339	ENSPTRG00000016301.6, ENSPTRG00000050078.1	XP_015672888.1
OG0001340	ENSPTRG00000021003.3	XP_029140723.1
OG0001340	ENSPTRG00000000899.6	XP_029141351.1
OG0001341	ENSPTRG00000049354.1	XP_015668557.1
OG0001341	ENSPTRG00000042083.2, ENSPTRG00000048400.1	XP_015687804.1
OG0001342	ENSPTRG00000020508.5	XP_015682024.1
OG0001343	ENSPTRG00000009972.4	XP_015681097.1
OG0001343	ENSPTRG00000012546.5	XP_015681707.1
OG0001345	ENSPTRG00000009023.6	XP_015673090.1
OG0001346	ENSPTRG00000024127.4	XP_015674007.1
OG0001346	ENSPTRG00000001788.2	XP_015675030.1, XP_015675031.1
OG0001347	ENSPTRG00000012277.5, ENSPTRG00000012276.2	XP_015687106.1
OG0001348	ENSPTRG00000046428.1	XP_015683300.1, XP_015683299.1
OG0001349	ENSPTRG00000043021.1	XP_015677641.1
OG0001349	ENSPTRG00000021341.5	XP_015674000.1
OG0001350	ENSPTRG00000011057.4	XP_029139117.1, XP_029142493.1, XP_029142492.1, XP_015683862.1
OG0001351	ENSPTRG00000045020.1	XP_015676215.1
OG0001351	ENSPTRG00000039445.2, ENSPTRG00000023647.3	XP_015683773.1
OG0001352	ENSPTRG00000022290.6	XP_015687947.1
OG0001353	ENSPTRG00000010127.7	XP_015671409.1
OG0001353	ENSPTRG00000013629.7	XP_015669853.1
OG0001354	ENSPTRG00000047659.1, ENSPTRG00000009696.6	XP_015676272.1
OG0001355	ENSPTRG00000044161.1	XP_015673362.1
OG0001355	ENSPTRG00000010780.4	XP_015677341.1
OG0001356	ENSPTRG00000008919.7	XP_015684762.1
OG0001356	ENSPTRG00000008648.5	XP_015670281.2
OG0001357	ENSPTRG00000005482.6	XP_015681812.1
OG0001357	ENSPTRG00000008747.6	XP_015670699.2
OG0001358	ENSPTRG00000010056.4	XP_015682483.1
OG0001358	ENSPTRG00000007404.4	XP_015678763.1
OG0001359	ENSPTRG00000021673.5	XP_015669980.1
OG0001359	ENSPTRG00000028227.2	XP_015687888.1
OG0001360	ENSPTRG00000050901.1, ENSPTRG00000045361.1, ENSPTRG00000043551.1	XP_015686651.2
OG0001361	ENSPTRG00000002894.5, ENSPTRG00000043584.1, ENSPTRG00000012258.5	XP_015675255.1, XP_015672024.1
OG0001362	ENSPTRG00000007812.6	XP_015667467.2
OG0001363	ENSPTRG00000013711.4	XP_015681036.1
OG0001363	ENSPTRG00000009913.5	XP_029140750.1
OG0001364	ENSPTRG00000009910.4	XP_015678294.1, XP_015678224.1
OG0001364	ENSPTRG00000011749.4	XP_015670310.1
OG0001365	ENSPTRG00000002949.7	XP_015670080.1, XP_015670081.1, XP_015670072.1, XP_029139725.1, XP_015670076.1, XP_015670077.1, XP_015670078.1, XP_015670075.1
OG0001366	ENSPTRG00000015390.6	XP_015669844.1, XP_015669843.1
OG0001366	ENSPTRG00000008417.7	XP_015666002.1
OG0001367	ENSPTRG00000018500.6	XP_015674482.1
OG0001367	ENSPTRG00000005724.4	XP_015672518.1
OG0001368	ENSPTRG00000004779.5	XP_029141607.1
OG0001368	ENSPTRG00000014571.5	XP_015678070.1
OG0001369	ENSPTRG00000051817.1, ENSPTRG00000047854.1	XP_015683519.1
OG0001370	ENSPTRG00000005564.4	XP_029139873.1
OG0001370	ENSPTRG00000044557.1, ENSPTRG00000048556.1	XP_015674359.1
OG0001371	ENSPTRG00000004087.6	XP_015684376.1
OG0001371	ENSPTRG00000051427.1, ENSPTRG00000019523.4	XP_015668660.1
OG0001372	ENSPTRG00000003944.3, ENSPTRG00000051621.1	XP_015681507.1
OG0001372	ENSPTRG00000005565.4	XP_015670899.1
OG0001373	ENSPTRG00000000264.3, ENSPTRG00000043085.1, ENSPTRG00000000263.6, ENSPTRG00000000265.3	XP_015687030.1
OG0001374	ENSPTRG00000017179.4	XP_015677325.1
OG0001374	ENSPTRG00000007156.4	XP_015673928.1
OG0001375	ENSPTRG00000048041.1	XP_015678777.1
OG0001375	ENSPTRG00000051060.1, ENSPTRG00000052595.1, ENSPTRG00000052223.1, ENSPTRG00000051345.1, ENSPTRG00000011615.4, ENSPTRG00000034468.3, ENSPTRG00000046042.1	XP_015678780.1
OG0001376	ENSPTRG00000047040.1	XP_015680341.1, XP_015665833.1
OG0001376	ENSPTRG00000003407.6	XP_015679374.1
OG0001377	ENSPTRG00000008186.6	XP_015680925.1
OG0001377	ENSPTRG00000008189.6	XP_015671449.1
OG0001378	ENSPTRG00000052125.1, ENSPTRG00000008445.5	XP_015677500.1
OG0001379	ENSPTRG00000051186.1, ENSPTRG00000052761.1, ENSPTRG00000051587.1, ENSPTRG00000040245.2, ENSPTRG00000007663.4	XP_015678829.1, XP_015665805.1, XP_015678830.1, XP_015665806.1
OG0001381	ENSPTRG00000005148.5	XP_015675976.2
OG0001381	ENSPTRG00000012897.4	XP_015686741.1
OG0001382	ENSPTRG00000009252.6	XP_015666141.1
OG0001383	ENSPTRG00000022359.4	XP_015676595.1
OG0001384	ENSPTRG00000012555.3	XP_015673852.1
OG0001384	ENSPTRG00000004963.7	XP_015675296.2
OG0001385	ENSPTRG00000002328.7	XP_015666703.1
OG0001385	ENSPTRG00000009289.6	XP_015670128.1
OG0001386	ENSPTRG00000003199.2	XP_015683282.1
OG0001386	ENSPTRG00000016003.4	XP_015683474.1
OG0001387	ENSPTRG00000006048.6	XP_015679864.1
OG0001388	ENSPTRG00000022240.6	XP_015687376.2
OG0001389	ENSPTRG00000045684.1	XP_015677270.1, XP_015677242.1
OG0001390	ENSPTRG00000001822.7	XP_029141550.1
OG0001390	ENSPTRG00000010394.6	XP_015680996.1
OG0001391	ENSPTRG00000004759.5	XP_015682649.1
OG0001391	ENSPTRG00000001885.5	XP_015687653.1
OG0001392	ENSPTRG00000052654.1, ENSPTRG00000011459.6	XP_015665744.1, XP_015681080.1
OG0001393	ENSPTRG00000009667.5	XP_015675200.2
OG0001393	ENSPTRG00000005070.5	XP_015671805.1
OG0001394	ENSPTRG00000009946.6, ENSPTRG00000009947.6, ENSPTRG00000009945.5	XP_029141102.1
OG0001395	ENSPTRG00000044786.1, ENSPTRG00000051024.1, ENSPTRG00000024159.3, ENSPTRG00000052744.1, ENSPTRG00000045075.1, ENSPTRG00000005075.4, ENSPTRG00000052763.1, ENSPTRG00000048358.1	XP_015671807.1
OG0001396	ENSPTRG00000013280.5	XP_015684337.2
OG0001396	ENSPTRG00000003893.5	XP_029142899.1
OG0001397	ENSPTRG00000023481.5	XP_015680029.1, XP_015680036.1
OG0001398	ENSPTRG00000011446.5, ENSPTRG00000044530.1	XP_015666682.1
OG0001399	ENSPTRG00000004510.5	XP_029139611.1
OG0001399	ENSPTRG00000003113.4	XP_015675547.1
OG0001400	ENSPTRG00000018992.3	XP_015666099.1
OG0001400	ENSPTRG00000009258.6	XP_015665953.1
OG0001401	ENSPTRG00000012931.4	XP_015677098.1
OG0001401	ENSPTRG00000004892.6	XP_015683449.2
OG0001402	ENSPTRG00000006000.3	XP_015683506.1
OG0001402	ENSPTRG00000044837.1	XP_015668438.1
OG0001403	ENSPTRG00000014665.5	XP_015674405.1
OG0001404	ENSPTRG00000044899.1, ENSPTRG00000044248.1, ENSPTRG00000045063.1, ENSPTRG00000049646.1, ENSPTRG00000044764.1, ENSPTRG00000019766.4, ENSPTRG00000042822.1	XP_015679575.1
OG0001405	ENSPTRG00000050262.1, ENSPTRG00000042939.1, ENSPTRG00000051764.1, ENSPTRG00000005168.4, ENSPTRG00000051553.1, ENSPTRG00000049681.1, ENSPTRG00000019074.7	XP_015667243.1
OG0001406	ENSPTRG00000007720.6	XP_029139175.1
OG0001406	ENSPTRG00000014298.6	XP_015687234.1
OG0001407	ENSPTRG00000028939.2	XP_015679724.1, XP_015679723.1, XP_015679725.1
OG0001408	ENSPTRG00000019183.4	XP_015671658.1
OG0001408	ENSPTRG00000009105.6	XP_015687684.2
OG0001409	ENSPTRG00000007896.4	XP_015668739.1
OG0001409	ENSPTRG00000014315.3	XP_015687363.1
OG0001410	ENSPTRG00000010493.6	XP_029141189.1
OG0001410	ENSPTRG00000000811.7	XP_015671029.1
OG0001411	ENSPTRG00000050099.1	XP_029139205.1
OG0001411	ENSPTRG00000014402.5	XP_029141142.1
OG0001412	ENSPTRG00000020777.7	XP_015680943.1
OG0001413	ENSPTRG00000014452.6	XP_015669010.1
OG0001414	ENSPTRG00000001080.4	XP_015678356.1
OG0001415	ENSPTRG00000010598.5, ENSPTRG00000052258.1	XP_029139726.1
OG0001416	ENSPTRG00000005296.5, ENSPTRG00000021910.2, ENSPTRG00000044134.1, ENSPTRG00000046232.1	XP_015668341.1, XP_015668333.1
OG0001417	ENSPTRG00000050591.1	XP_015673487.1
OG0001417	ENSPTRG00000005265.6	XP_029139198.1
OG0001418	ENSPTRG00000002592.4	XP_015681592.1
OG0001419	ENSPTRG00000016213.4	XP_015687851.1
OG0001419	ENSPTRG00000017631.6	XP_015681105.1
OG0001420	ENSPTRG00000016226.4	XP_015687862.1, XP_015687861.1
OG0001421	ENSPTRG00000001113.6	XP_015679361.2
OG0001421	ENSPTRG00000005165.5	XP_015677600.1
OG0001422	ENSPTRG00000047816.1	XP_015670351.1
OG0001423	ENSPTRG00000019615.5	XP_015669039.1
OG0001424	ENSPTRG00000001109.7	XP_015682136.1
OG0001424	ENSPTRG00000019616.6	XP_015669040.1
OG0001425	ENSPTRG00000011337.5	XP_015665663.1
OG0001425	ENSPTRG00000003560.6	XP_015674139.1
OG0001426	ENSPTRG00000018433.3	XP_015676819.1
OG0001426	ENSPTRG00000012315.6	XP_015670725.1
OG0001429	ENSPTRG00000047332.1	XP_015685174.1
OG0001430	ENSPTRG00000021816.7	XP_015682122.1
OG0001430	ENSPTRG00000021817.6	XP_015682121.2
OG0001431	ENSPTRG00000051738.1	XP_015670595.1
OG0001431	ENSPTRG00000004825.3	XP_015681157.1
OG0001432	ENSPTRG00000049459.1, ENSPTRG00000046993.1, ENSPTRG00000050404.1, ENSPTRG00000050716.1	XP_015687446.1
OG0001434	ENSPTRG00000017499.7	XP_015675061.1
OG0001434	ENSPTRG00000016026.6	XP_015669892.1
OG0001435	ENSPTRG00000001154.5	XP_015673204.1
OG0001435	ENSPTRG00000001160.6	XP_015679910.1
OG0001436	ENSPTRG00000015211.4	XP_015676954.1
OG0001436	ENSPTRG00000044459.1, ENSPTRG00000001533.6	XP_015678955.1
OG0001437	ENSPTRG00000016187.5	XP_029141483.1, XP_029142221.1
OG0001438	ENSPTRG00000016858.5	XP_015675397.1
OG0001438	ENSPTRG00000007315.5	XP_015682950.1
OG0001439	ENSPTRG00000010244.6	XP_015681683.1
OG0001439	ENSPTRG00000016934.6	XP_015668158.1
OG0001440	ENSPTRG00000016954.5	XP_015674048.1
OG0001441	ENSPTRG00000021136.3	XP_015683495.1
OG0001441	ENSPTRG00000021138.4	XP_015676237.1
OG0001442	ENSPTRG00000048500.1, ENSPTRG00000042775.1, ENSPTRG00000050553.1, ENSPTRG00000021061.6	XP_015683456.1, XP_015683457.1
OG0001443	ENSPTRG00000051168.1	XP_015681579.1
OG0001443	ENSPTRG00000010488.6	XP_015668764.1
OG0001444	ENSPTRG00000048670.1	XP_015679757.1
OG0001444	ENSPTRG00000010352.6	XP_015682288.1
OG0001445	ENSPTRG00000011199.5	XP_029140893.1
OG0001445	ENSPTRG00000006249.6	XP_015677565.1
OG0001446	ENSPTRG00000013309.6	XP_015682749.1
OG0001446	ENSPTRG00000006275.6	XP_015668499.1
OG0001447	ENSPTRG00000006867.5	XP_015671216.1
OG0001448	ENSPTRG00000004645.6	XP_029141583.1
OG0001449	ENSPTRG00000033850.3	XP_015682591.1
OG0001449	ENSPTRG00000007209.5	XP_029139150.1
OG0001450	ENSPTRG00000018220.6	XP_015680792.1
OG0001451	ENSPTRG00000004942.5	XP_029143112.1, XP_029143113.1, XP_015687330.1, XP_029143115.1, XP_029143110.1
OG0001453	ENSPTRG00000052777.1, ENSPTRG00000039556.2, ENSPTRG00000008744.6	XP_015677188.1, XP_015677187.1, XP_015677189.1
OG0001454	ENSPTRG00000012920.5, ENSPTRG00000028202.2	XP_015675959.1
OG0001455	ENSPTRG00000003575.5	XP_015686417.1, XP_015684937.1
OG0001456	ENSPTRG00000012944.5	XP_029142881.1, XP_015682859.1
OG0001456	ENSPTRG00000044832.1	XP_015673324.1
OG0001457	ENSPTRG00000017215.5	XP_015675048.1
OG0001457	ENSPTRG00000044897.1	XP_015675046.1
OG0001458	ENSPTRG00000013070.7	XP_029140656.1
OG0001458	ENSPTRG00000051690.1, ENSPTRG00000047459.1	XP_015684883.1, XP_015682659.1
OG0001459	ENSPTRG00000016457.5, ENSPTRG00000017624.6	XP_015681486.1
OG0001460	ENSPTRG00000024129.5	XP_015666610.1
OG0001460	ENSPTRG00000017635.6	XP_015679368.1
OG0001461	ENSPTRG00000018224.6	XP_015676186.1
OG0001463	ENSPTRG00000015037.6	XP_015673147.1, XP_015686234.1, XP_015685314.2, XP_015682341.1, XP_015682343.1, XP_015682342.1
OG0001464	ENSPTRG00000015095.5	XP_015687250.1, XP_015687251.1, XP_015687253.1, XP_015687252.1, XP_015687254.1
OG0001465	ENSPTRG00000017930.7	XP_015682576.1
OG0001466	ENSPTRG00000017935.7	XP_029142211.1, XP_015686437.1
OG0001467	ENSPTRG00000017970.6	XP_029140661.1
OG0001468	ENSPTRG00000052783.1, ENSPTRG00000050777.1, ENSPTRG00000018746.6	XP_015672334.1
